DOI,Document title,Abstract,REASON
10.1109/TASE.2024.3398663,Iterative Planning for Multi-Agent Systems: An Application in Energy-Aware UAV-UGV Cooperative Task Site Assignments,"This paper presents an iterative planning framework for multi-agent systems with hybrid state spaces. The framework uses transition systems to mathematically represent planning tasks and employs multiple solvers to iteratively improve the plan until computational resources are exhausted. When integrating different solvers for iterative planning, we establish theoretical guarantees for recursive feasibility. The proposed framework enables continual improvement of solutions to reduce sub-optimality, efficiently using allocated computational resources. The proposed method is validated by applying it to an energy-aware UAV-UGV cooperative task site assignment problem. The results demonstrate continual solution improvement while preserving real-time implementation ability compared to algorithms proposed in the literature.Note to Practitioners—This paper presents an iterative planning solution for cooperative planning problems in multi-agent systems, which integrates multiple solvers to create an optimization framework. The proposed planning framework has been theoretically validated and applied in an energy-aware cooperative planning scenario for multi-vehicle task site assignments. The proposed framework can be applied to plan for any generalized task site assignment using multiple solvers iteratively.",
10.1109/TASE.2024.3401456,Hierarchical Q-Learning Path Planning for Cooperative Tracking Control of Multi-Agent Systems With Lumped Uncertainties,"This paper presents the hierarchical Q-learning path planning (HQPP) architecture for solving the cooperative tracking control problem of multi-agent systems (MASs) with lumped uncertainties in an unknown environment. The presented architecture consists of three layers, namely, the decision layer, the distributed estimated layer, and the local control layer. Specifically, in the decision layer, we propose the dynamic parameter and trajectory fitting Q-learning (DPTF-Q-learning) algorithm to find a feasible continuous trajectory to the target in an unknown environment. In addition, two dynamic parameters are proposed and introduced into the DPTF-Q-learning algorithm to shorten the required minimum number of steps in the training process. Then, the distributed estimated layer is designed to broadcast the continuous trajectory generated from the decision layer based on the directed communication topology containing a spanning tree. In the local control layer, the cooperative tracking control (CTC) algorithm is proposed to achieve cooperative tracking for MASs in the presence of uncertain dynamics and external disturbances. The sufficient conditions for achieving cooperative tracking control are rigorously derived by employing Lyapunov argument. Finally, numerical simulations are presented to verify the effectiveness of the proposed architecture.Note to Practitioners—This paper is motivated by the need of developing an integrated path planning and control method for cooperative tracking of multi-agent systems in a no-signal environment and without the presence of users. Most related works are limited to separate fields: 1) most existing path planning techniques are only applicable to a single agent and discrete environments, and 2) most existing cooperative tracking algorithms focus on guaranteeing control stability and error convergence without decision-making capabilities. To address the above issues, this work proposes a hierarchical control architecture based on reinforcement learning for multi-agent systems to achieve path planning and cooperative tracking tasks. In addition, multi-agent systems exhibit strong robustness and fault tolerance due to their inherent characteristics, so the above mentioned research can be well applied to post-disaster rescue, intelligent logistics, future war, and so on. Numerical simulations based on Matlab and Python verify the effectiveness of the proposed architecture.",
10.1109/TASE.2024.3452149,Toward Cognitive Digital Twin System of Human-Robot Collaboration Manipulation,"Multielement decision-making is crucial for the robust deployment of human-robot collaboration (HRC) systems in flexible manufacturing environments with personalized tasks and dynamic scenes. Large Language Models (LLMs) have recently demonstrated remarkable reasoning capabilities in various robotic tasks, potentially offering this capability. However, the application of LLMs to actual HRC systems requires the timely and comprehensive capturing of real-scene information. In this study, we suggest incorporating real scene data into LLMs using digital twin (DT) technology and present a cognitive digital twin prototype system of HRC manipulation, known as HRC-CogiDT. Specifically, we initially construct a scene semantic graph encoding the geometric information of entities, spatial relations between entities, actions of humans and robots, and collaborative activities. Subsequently, we devise a prompt that merges scene semantics with prior knowledge of activities, linking the real scene with LLMs. To evaluate performance, we compile an HRC scene understanding dataset and set up a laboratory-level experimental platform. Empirical results indicate that HRC-CogiDT can swiftly perceive scene changes and make high-level decisions based on varying task requirements, such as task planning, anomaly detection, and schedule reasoning. This study provides promising insights for the future applications of LLMs in robotics.Note to Practitioners—Recently, LLMs have demonstrated significant success in various robotic tasks, suggesting their potential as a powerful tool for robotic decision-making. Motivated by this, to improve the production efficiency of HRC in flexible manufacturing, we innovatively combine LLMs with DT technology, and propose a cognitive DT system for HRC, aiming to integrate LLMs into the decision-making loop of HRC system. Experiments conducted in a laboratory-scale platform indicate that the proposed system can handle different decision-making needs in different HRC activities. This system can provide professional guidance to operators in a comprehensible form and serve as a medium for monitoring the safety and standardization of the manipulation process. Future work will explore the use of virtual space provided by the proposed system to optimize the decision outputs of LLMs to make the proposed system more broadly applicable.",
10.1109/TASE.2024.3487219,Hierarchical Reinforcement Learning for Swarm Confrontation With High Uncertainty,"In swarm robotics, confrontation including the pursuit-evasion game is a key scenario. High uncertainty caused by unknown opponents’ strategies, dynamic obstacles, and insufficient training complicates the action space into a hybrid decision process. Although the deep reinforcement learning method is significant for swarm confrontation since it can handle various sizes, as an end-to–end implementation, it cannot deal with the hybrid process. Here, we propose a novel hierarchical reinforcement learning approach consisting of a target allocation layer, a path planning layer, and the underlying dynamic interaction mechanism between the two layers, which indicates the quantified uncertainty. It decouples the hybrid process into discrete allocation and continuous planning layers, with a probabilistic ensemble model to quantify the uncertainty and regulate the interaction frequency adaptively. Furthermore, to overcome the unstable training process introduced by the two layers, we design an integration training method including pre-training and cross-training, which enhances the training efficiency and stability. Experiment results in both comparison, ablation, and real-robot studies validate the effectiveness and generalization performance of our proposed approach. In our defined experiments with twenty to forty agents, the win rate of the proposed method reaches around ninety percent, outperforming other traditional methods. Note to Practitioners—With artificial intelligence rapidly developing, robots will play a significant role in the future. Especially, the swarm formed by many robots holds promising potential in civil and military applications. Promoting the swarm into games or battles is rather riveting. The reinforcement learning method provides a plausible solution to realize the battle of robotic swarms. There are still some issues that need to be addressed. On one hand, we focus on the uncertainty caused by the battlefield nature and the environment which limits our ability for the implementation of swarms. On the other hand, we solve the problem that the decision process combined with commands and actions is a hybrid system, which cannot be directly reflected in the confrontation of swarms. Overall, our approaches throw light on artificial general intelligence and also reveal a solution to interpretable intelligence.",
10.1109/TASE.2025.3566461,Learning 6-DoF Fine-Grained Grasp Detection Based on Part Affordance Grounding,"Robotic grasping is a fundamental ability for a robot to interact with the environment. Current methods focus on how to obtain a stable and reliable grasping pose in object level, while little work has been studied on part (shape)-wise grasping which is related to fine-grained grasping and robotic affordance. Parts can be seen as atomic elements to compose an object, which contains rich semantic knowledge and a strong correlation with affordance. However, lacking a large part-wise 3D robotic dataset limits the development of part representation learning and downstream applications. In this paper, we propose a new large Language-guided SHape grAsPing datasEt (named LangSHAPE) to promote 3D part-level affordance and grasping ability learning. From the perspective of robotic cognition, we design a two-stage fine-grained robotic grasping framework (named LangPartGPD), including a novel 3D part language grounding model and a part-aware grasp pose detection model, in which explicit language input from human or large language models (LLMs) could guide a robot to generate part-level 6-DoF grasping pose with textual explanation. Our method combines the advantages of human-robot collaboration and LLMs’ planning ability using explicit language as a symbolic intermediate. To evaluate the effectiveness of our proposed method, we perform 3D part grounding and fine-grained grasp detection experiments on both simulation and physical robot settings, following language instructions across different degrees of textual complexity. Results show our method achieves competitive performance in 3D geometry fine-grained grounding, object affordance inference, and 3D part-aware grasping tasks. Our dataset and code are available on our project website https://sites.google.com/view/lang-shape. Note to Practitioners—This paper was motivated by the problem of pragmatic 6 DoF robotic grasping for a robot in a real-world scenario. Different from existing work focusing on task-oriented solutions, our research attempts to consider fine-grained grasping as a general and essential modeling problem (i.e. Point 1: which part to grasp; Point 2: how to grasp the specific part). For that, our method fully considers the scalability and compatibility with subsequently developed functional modules. A two-stage loosely-coupled fine-grained grasping framework (LangPartGPD) is designed, including a 3D part language grounding model and a part-aware 6 DoF grasping pose detection model (Point 1). The former is used to link the symbolic-level grasped part representation to the specific region of an object. The latter is to realize kinematic-level grasping point generation based on the constraint of parts (Point 2). To realize the designed model, we propose a newly large-scale language-pointcloud-grasp dataset (LangSHAPE) to train fine-grained 3D part-level grounding and part-constrained grasping detection models. It is noted that our method is purely concerned with the target object, grasped part, and functionality to realize to model the essential fine-grained graspability, which is an insufficiently explored direction currently and could promote task-level grasping performance. The symbolic-level description of grasping in the form of natural language provides an explainable decision and a user-friendly interface for human-robot collaboration. Experiments in simulations and real-robot settings show our method can effectively enable a robot to make a cognitive decision for fine-grained manipulation. Summarily, our work is a preliminary exploration to link symbolic-level cognitive space to kinematic-level control space directly. In future research, we will further combine more complicated cognitive knowledge from public multimodal knowledge graphs and multimodal LLMs, to build a general robotic cognitive decision system using LangPartGPD as the basic components.",
10.1109/TASE.2025.3614996,Dual-Agent-Based Robotic Ultrasound Path Planning and Interaction Control in External-Vision-Independent Environments,"Ultrasound imaging has emerged as a crucial tool for the diagnosis and navigation of spinal diseases. However, high-quality image acquisition heavily relies on experienced sonographers, which restricts its further popularization. In this paper, a robotic system designed for automated spinal ultrasound scanning is proposed. Drawing inspiration from the spinal anatomy and the actions of seasoned sonographers, the system integrates both a deep learning agent and a reinforcement learning agent to collaboratively guide the adjustment of the ultrasound probe in external-vision-independent environments, relying on real-time ultrasound images and contact force. Then, a hybrid force-to-velocity control framework is proposed to ensure proper ultrasound coupling during the scanning process. Experimental results on a phantom and human participants demonstrated that this system can accurately track spinal features (mean error: less than 1 mm) and maintain normal probe orientation (out-of-plane angular error:  $1.61~\pm ~1.1^{\circ }$ , in-plane angular error:  $1.27~\pm ~0.9^{\circ }$ ), resulting in high-quality and reproducible ultrasound images. Overall, our system shows great potential for clinical applications. Note to Practitioners—This paper is motivated by the increasing needs of human-robot interaction in medical applications, with a specific emphasis on robotic ultrasound imaging. Clinical sonographers suffer from repetitive workload during the diagnostic process, highlighting the significance of automated scanning solutions. In this work, we propose a modular control framework for ultrasound probe positioning that supports a multi-modal autonomous ultrasound scanning system. The system operates independently of external optics or prior geometric knowledge of the scanning object. Comprehensive experimental results demonstrate that the system can effectively cover the region of interest of the spine, facilitating high-quality ultrasound image acquisition and related disease assessment. This advancement is expected to enhance the efficiency of human-robot interaction in healthcare settings and holds promising clinical applications. Furthermore, our research offers valuable insights for the implementation of robotic ultrasound scanning systems applicable to other human tissues.",
10.1109/TCAD.2023.3246386,Ulgen: A Runtime Assurance Framework for Programming Safe Cyber–Physical Systems,"We present Ulgen, a runtime assurance (RTA) framework for programming safe cyber–physical systems (CPSs). In Ulgen, a system is implemented as a collection of asynchronous processes executing RTA modules which are generalizations of the well-known Simplex architecture. An RTA module is composed of a set of safe controllers (SCs), designed to guarantee certain safety specifications, and a set of advanced controllers (ACs), optimized for performance, each defined to run under the specific conditions of the operating environment, and a decision module implementing the switching logic between the controllers. A source of complexity in achieving safe CPS is that these systems often involve concurrently interacting components with different execution semantics. To this end, Ulgen allows for the definition of RTA modules with either event-driven or time-driven execution semantics and encapsulates such components into RTA modules. It further provides primitives for implementing priority-based communication between asynchronous processes, which is a necessary feature for task prioritization mechanisms, such as contingency plans and interrupt service routines. The framework also provides formal guarantees on the safe execution of RTA modules based on a formal definition of well-formedness. In Ulgen, a well-formed RTA module combines SCs and ACs in a way that guarantees the underlying safety specifications assured by the SCs while delivering the desired performance offered by the ACs. We compare the safety guarantees of Ulgen against other state-of-the-art RTA frameworks and demonstrate its efficacy in implementing safe and performant CPS by presenting an extensive experimental evaluation of five case studies both in a simulation environment and on a real robotic platform.",
10.1109/TCCN.2025.3528892,AutoHMA-LLM: Efficient Task Coordination and Execution in Heterogeneous Multi-Agent Systems Using Hybrid Large Language Models,"Heterogeneous multi-agent systems (HMAS) comprise various intelligent agents with specialized functions, such as drones, ground robots, and automated devices, working in coordinated settings. This paper presents AutoHMA-LLM, a novel framework that combines Large Language Models (LLMs) with classical control algorithms to address the challenges of task coordination and scheduling in complex, dynamic environments. The framework is designed with a multi-tier architecture, utilizing a cloud-based LLM as the central planner alongside device-specific LLMs and Generative Agents to improve task execution efficiency and accuracy. Specifically targeting dynamic scenarios, the system enhances resource utilization and stabilizes task execution through refined task scheduling and real-time feedback mechanisms. In experiments conducted across logistics, inspection, and search & rescue scenarios, AutoHMA-LLM demonstrated a 5.7% improvement in task completion accuracy, a 46% reduction in communication steps, and a 31% decrease in token usage and API calls compared to baseline methods. These results highlight our framework’s scalability and efficiency, offering substantial support for effective multi-agent collaboration in complex, resource-constrained environments.",
10.1109/TCDS.2022.3145915,Collision-Free Navigation in Human-Following Task Using a Cognitive Robotic System on Differential Drive Vehicles,"As human–robot collaboration increases tremendously in real-world applications, a fully autonomous and reliable mobile robot for the collaboration has been a central research topic and investigated extensively in a large number of studies. One of the most pressing issues in such topic is the collision-free navigation that has a moving goal and unknown obstacles under the unstructured environment. In this article, a cognitive robotic system (CRS) is proposed for the robot to navigate itself to the moving target person without obstacle collision. This CRS consists of a cognitive agent, which is created based on the Soar cognitive architecture to reason its current situation and make action decision for the robot to avoid obstacles and reach the target position, and a speed planning module, which is based on dynamic window approach (DWA) to generate appropriate linear and angular velocities for driving the robot’s motors. For the implementation of the proposed system, we use a differential drive wheel robot equipped with two ultrawideband (UWB) sensors and a color depth camera as the experimental platform. Finally, to evaluate the performance of our system in actual operating conditions, we conduct experiments with a scenario that includes main tasks: avoiding consecutive unknown obstacles and turning at corner while the robot follows continuously human user along the corridor.",
10.1109/TCSII.2022.3184322,Consensus in Multi-Agent Systems: A Transfer Function-Based Controller Design Approach,"In this brief, the problem of output consensus in a multi-agent system is considered, where a distributed dynamic output feedback control architecture is proposed. The control architecture consists of two components, one is local controllers for the agents, and another is a gain for the network. The transfer function of local controller is designed based on the number of positive real axis (in the complex plane) zeros of the agent transfer function, and then network gain is selected by sketching the root-locus of a unity feedback system. It is shown that the output consensus can be achieved with an integral type controller for a class of agents, irrespective of their order. Moreover, with the proposed control architecture, there is no need of communication between the local controllers. The effectiveness of the developed approach is demonstrated through numerical examples.",
10.1109/TG.2024.3487416,Large Language Models as Narrative Planning Search Guides,"Symbolic planning algorithms and large language models have different strengths and weaknesses for story generation, suggesting hybrid models might leverage advantages from both. Others have proposed using a language model in combination with a partial order planning style algorithm to avoid the need for a hand-written symbolic domain of actions, or generating these domains from natural language input. This article offers a complementary approach. We propose to use a state space planning algorithm to plan coherent multiagent stories using hand-written symbolic domains, but with a language model acting as a guide to estimate, which events are worth exploring first. We present an initial evaluation of this approach on a set of benchmark narrative planning problems. © 2018 IEEE.",
10.1109/TITS.2022.3162850,Smart Underwater Pollution Detection Based on Graph-Based Multi-Agent Reinforcement Learning Towards AUV-Based Network ITS,"The exploitation/utilization of marine resources and the rapid development of urbanization along coastal cities result in serious marine pollution, especially underwater diffusion pollution. It is a non-trivial task to detect the source of diffusion pollution, such that the disadvantageous effect of the pollution can be reduced. With the vision of 6G framework, we employ Autonomous Underwater Vehicle (AUV) flock and introduce the concept of AUV-based network. In particular, we utilize the Software-Defined Networking (SDN) technique to update the controllability of the AUV-based network, leading to the paradigm of SDN-enabled multi-AUVs network Intelligent Transportation Systems (SDNA-ITS). For SDNA-ITS, we utilize artificial potential field theories to model the control model. To optimize the system output, we introduce the graph-based Soft Actor-Critic (SAC) algorithm, i.e., a category of Multi-Agent Reinforcement Learning (MARL) mechanism where each AUV can be regarded as a node in a graph. In particular, we improve the optimization model based on Centralized Training Decentralized Execution (CTDE) architecture with the assistance of the SDN controller, by which each AUV can efficiently adjust its speed towards the diffusion source. Further, to achieve exact path planning for detecting the diffusion source, a dynamic detection scheme is proposed to output the united control policy to schedule the SDNA-ITS dynamically. Simulation results demonstrate that our approaches are available to detect the underwater diffusion source when the actual scenario is taken into account and perform better than some recent research products.",
10.1109/TITS.2023.3337334,Hierarchical Optimization Scheduling Algorithm for Logistics Transport Vehicles Based on Multi-Agent Reinforcement Learning,"How to effectively improve the cargo assembly and multi-vehicle stratified planning has become an urgent problem to be solved. In this paper, Multi-Agent Reinforcement Learning Hierarchical Optimal Scheduling Algorithm (MARLHOSA) is proposed to solve the hierarchical scheduling problem of logistics transport vehicles. We model the hierarchical scheduling problem of logistics transport vehicles as an infinite Markov decision process and set constraints to simulate the actual operating environment. To solve the Markov decision process corresponding to the economic scheduling problem of logistics transport vehicles, this paper uses the close-range strategy optimization algorithm, and uses multi-agent reinforcement learning algorithm based on the clipping mechanism to improve the loss function of the short-range strategy optimization algorithm. In addition, a distributed training architecture was designed for the training process of the close-range strategy optimization algorithm, so as to improve the speed of data collection and training speed and quality. According to a demand order put forward by the company, a path-loading collaborative optimization model was established. After solving the model, the number of vehicles dispatched by each vehicle type according to the optimal path-loading scheme of each vehicle type was determined. The simulation results show that the proposed improved distributed proximity strategy optimization algorithm can achieve the same economic performance as the numerical optimization method. Compared with the traditional algorithm, MARLHOSA can reduce the total vehicle mileage by 34.5% and increase the average loading rate of the carriage by 28.6%. The optimization effect is significant.",
10.1109/TITS.2024.3357479,A Hierarchical Hybrid Learning Framework for Multi-Agent Trajectory Prediction,"Accurate trajectory prediction for neighboring agents is crucial for autonomous vehicles navigating complex scenes. Recent deep learning (DL) methods excel in encoding complex interactions but often generate invalid predictions due to difficulties in modeling transient and contingency interactions. This paper proposes a hierarchical hybrid framework that combines DL and reinforcement learning (RL) for multi-agent trajectory prediction, capturing multi-scale interactions that shape future motion. In the DL stage, Transformer-style graph neural network (GNN) is employed to encode heterogeneous interactions at intermediate and global scales, predicting multi-modal intentions as key future positions for agents. In the RL stage, we divide the scene into local scenes based on DL predictions. A Transformer-based Proximal Policy Optimization (PPO) model, incorporated with vehicle kinematics, generates future trajectories in the form of motion planning shaped by microscopic interactions and guided by a multi-objective reward for balanced agent-centric accuracy and scene-wise compatibility. Experimental results on the Argoverse benchmark and driver-in-loop simulations demonstrate that our framework enhances trajectory prediction feasibility and plausibility in interactive scenes.",
10.1109/TIV.2024.3488793,KoMA: Knowledge-Driven Multi-Agent Framework for Autonomous Driving With Large Language Models,"Large language models (LLMs) as autonomous agents offer a novel avenue for tackling real-world challenges through a knowledge-driven manner. These LLM-enhanced methodologies excel in generalization and interpretability. However, the complexity of driving tasks often necessitates the collaboration of multiple, heterogeneous agents, underscoring the need for such LLM-driven agents to engage in cooperative knowledge sharing and cognitive synergy. Despite the promise of LLMs, current applications predominantly center around single-agent scenarios. To broaden the horizons of knowledge-driven strategies and bolster the generalization capabilities of autonomous agents, we propose the KoMA framework consisting of multi-agent interaction, multi-step planning, shared-memory, and ranking-based reflection modules to enhance multi-agents' decision-making in complex driving scenarios. Based on the framework's generated text descriptions of driving scenarios, the multi-agent interaction module enables LLM agents to analyze and infer the intentions of surrounding vehicles based on scene information, akin to human cognition. The multi-step planning module enables LLM agents to analyze and obtain final action decisions layer by layer to ensure consistent goals for short-term action decisions. The shared memory module can accumulate collective experience to make superior decisions, and the ranking-based reflection module can evaluate and improve agent behavior with the aim of enhancing driving safety and efficiency. The KoMA framework not only enhances the robustness and adaptability of autonomous driving agents but also significantly elevates their generalization capabilities across diverse scenarios. Empirical results demonstrate the superiority of our approach over traditional methods, particularly in its ability to handle complex, unpredictable driving environments without extensive retraining.",
10.1109/TMECH.2024.3452509,A Survey of Optimization-Based Task and Motion Planning: From Classical to Learning Approaches,"Task and motion planning (TAMP) integrates high-level task planning and low-level motion planning to equip robots with the autonomy to effectively reason over long-horizon, dynamic tasks. Optimization-based TAMP focuses on hybrid optimization approaches that define goal conditions via objective functions and are capable of handling open-ended goals, robotic dynamics, and physical interaction between the robot and the environment. Therefore, optimization-based TAMP is particularly suited to solve highly complex, contact-rich locomotion and manipulation problems. This survey provides a comprehensive review on optimization-based TAMP, covering first, planning domain representations, including action description languages and temporal logic, second, individual solution strategies for components of TAMP, including AI planning and trajectory optimization (TO), and finally, the dynamic interplay between logic-based task planning and model-based TO. A particular focus of this survey is to highlight the algorithm structures to efficiently solve TAMP, especially hierarchical and distributed approaches. In addition, the survey emphasizes the synergy between the classical methods and contemporary learning-based innovations, such as large language models. Furthermore, the future research directions for TAMP is discussed in this survey, highlighting both algorithmic and application-specific challenges.",
10.1109/TNET.2023.3289172,Ensuring Threshold AoI for UAV-Assisted Mobile Crowdsensing by Multi-Agent Deep Reinforcement Learning With Transformer,"Unmanned aerial vehicle (UAV) crowdsensing (UCS) is an emerging data collection paradigm to provide reliable and high quality urban sensing services, with age-of-information (AoI) requirement to measure data freshness in real-time applications. In this paper, we explicitly consider the case to ensure that the attained AoI always stay within a specific threshold. The goal is to maximize the total amount of collected data from diverse Point-of-Interests (PoIs) while minimizing AoI and AoI threshold violation ratio under limited energy supplement. To this end, we propose a decentralized multi-agent deep reinforcement learning framework called “DRL-UCS(&lt;inline-formula&gt; &lt;tex-math notation=""LaTeX""&gt;$text {AoI}_{th}$ &lt;/tex-math&gt;&lt;/inline-formula&gt;)” for multi-UAV trajectory planning, which consists of a novel transformer-enhanced distributed architecture and an adaptive intrinsic reward mechanism for spatial cooperation and exploration. Extensive results and trajectory visualization on two real-world datasets in Beijing and San Francisco show that, DRL-UCS(&lt;inline-formula&gt; &lt;tex-math notation=""LaTeX""&gt;$text {AoI}_{th}$ &lt;/tex-math&gt;&lt;/inline-formula&gt;) consistently outperforms all nine baselines when varying the number of UAVs, AoI threshold and generated data amount in a timeslot.",
10.1109/TNNLS.2021.3128380,Toward Cognitive Navigation: Design and Implementation of a Biologically Inspired Head Direction Cell Network,"As a vital cognitive function of animals, the navigation skill is first built on the accurate perception of the directional heading in the environment. Head direction cells (HDCs), found in the limbic system of animals, are proven to play an important role in identifying the directional heading allocentrically in the horizontal plane, independent of the animal’s location and the ambient conditions of the environment. However, practical HDC models that can be implemented in robotic applications are rarely investigated, especially those that are biologically plausible and yet applicable to the real world. In this article, we propose a computational HDC network that is consistent with several neurophysiological findings concerning biological HDCs and then implement it in robotic navigation tasks. The HDC network keeps a representation of the directional heading only relying on the angular velocity as an input. We examine the proposed HDC model in extensive simulations and real-world experiments and demonstrate its excellent performance in terms of accuracy and real-time capability.",
10.1109/TNNLS.2023.3247160,Representation Learning and Reinforcement Learning for Dynamic Complex Motion Planning System,"Indoor motion planning challenges researchers because of the high density and unpredictability of moving obstacles. Classical algorithms work well in the case of static obstacles but suffer from collisions in the case of dense and dynamic obstacles. Recent reinforcement learning (RL) algorithms provide safe solutions for multiagent robotic motion planning systems. However, these algorithms face challenges in convergence: slow convergence speed and suboptimal converged result. Inspired by RL and representation learning, we introduced the ALN-DSAC: a hybrid motion planning algorithm where attention-based long short-term memory (LSTM) and novel data replay combine with discrete soft actor–critic (SAC). First, we implemented a discrete SAC algorithm, which is the SAC in the setting of discrete action space. Second, we optimized existing distance-based LSTM encoding by attention-based encoding to improve the data quality. Third, we introduced a novel data replay method by combining the online learning and offline learning to improve the efficacy of data replay. The convergence of our ALN-DSAC outperforms that of the trainable state of the arts. Evaluations demonstrate that our algorithm achieves nearly 100% success with less time to reach the goal in motion planning tasks when compared to the state of the arts. The test code is available at https://github.com/CHUENGMINCHOU/ALN-DSAC.",
10.1109/TNSE.2022.3188304,A Hybrid Deep Sensor Anomaly Detection for Autonomous Vehicles in 6G-V2X Environment,"Autonomous Vehicles (AVs) exchange real-time and seamless data between other AVs and the network, thus revolutionizing the Intelligent Transportation System (ITS). Automated transportation brings numerous benefits to human beings. However, the concerns such as safety, security, and privacy keep rising. In navigation and trajectory planning, the AVs require exchanging sensory information from their own and other AVs. In such cases, when a malicious AV or faulty sensor-equipped AV comes into connectivity, it can have disruptive consequences. This paper proposes a Hybrid Deep Anomaly Detection (HDAD) approach for effective anomaly detection and cyber-attack mitigation in AVs. The Multi-Agent Reinforcement Learning (MARL) algorithm in HDAD approach acts over the 6G network to combat new-age cyber-attacks and provide a swift and accurate anomaly detection mechanism. In conjunction with Maximum Entropy Inverse Reinforcement Learning (MaxEntIRL), the HDAD approach identifies and isolates malicious AVs. It is envisioned that the obtained results prove the effectiveness of HDAD and have an 8.2% higher accuracy rate than the existing systems.",
10.1109/TRO.2022.3226144,Active Inference and Behavior Trees for Reactive Action Planning and Execution in Robotics,"In this article, we propose a hybrid combination of active inference and behavior trees (BTs) for reactive action planning and execution in dynamic environments, showing how robotic tasks can be formulated as a free-energy minimization problem. The proposed approach allows handling partially observable initial states and improves the robustness of classical BTs against unexpected contingencies while at the same time reducing the number of nodes in a tree. In this work, we specify the nominal behavior offline, through BTs. However, in contrast to previous approaches, we introduce a new type of leaf node to specify the desired state to be achieved rather than an action to execute. The decision of which action to execute to reach the desired state is performed online through active inference. This results in continual online planning and hierarchical deliberation. By doing so, an agent can follow a predefined offline plan while still keeping the ability to locally adapt and take autonomous decisions at runtime, respecting safety constraints. We provide proof of convergence and robustness analysis, and we validate our method in two different mobile manipulators performing similar tasks, both in a simulated and real retail environment. The results showed improved runtime adaptability with a fraction of the hand-coded nodes compared to classical BTs.",
10.1109/TSMC.2023.3312585,Interactive Inference: A Multi-Agent Model of Cooperative Joint Actions,"We advance a novel computational model of multi-agent, cooperative joint actions that is grounded in the cognitive framework of active inference. The model assumes that to solve a joint task, such as pressing together a red or blue button, two (or more) agents engage in a process of interactive inference. Each agent maintains probabilistic beliefs about the joint goal (e.g., Should we press the red or blue button?) and updates them by observing the other agent’s movements, while in turn selecting movements that make his own intentions legible and easy to infer by the other agent (i.e., sensorimotor communication). Over time, the interactive inference aligns both the beliefs and the behavioral strategies of the agents, hence ensuring the success of the joint action. We exemplify the functioning of the model in two simulations. The first simulation illustrates a “leaderless” joint action. It shows that when two agents lack a strong preference about their joint task goal, they jointly infer it by observing each other’s movements. In turn, this helps the interactive alignment of their beliefs and behavioral strategies. The second simulation illustrates a “leader–follower” joint action. It shows that when one agent (“leader”) knows the true joint goal, it uses sensorimotor communication to help the other agent (“follower”) infer it, even if doing this requires selecting a more costly individual plan. These simulations illustrate that interactive inference supports successful multi-agent joint actions and reproduces key cognitive and behavioral dynamics of “leaderless” and “leader–follower” joint actions observed in human–human experiments. In sum, interactive inference provides a cognitively inspired, formal framework to realize cooperative joint actions and consensus in multi-agent systems.",
10.1109/TVT.2023.3344934,Distributed Multi-Agent Reinforcement Learning for Collaborative Path Planning and Scheduling in Blockchain-Based Cognitive Internet of Vehicles,"The collaborative path planning and scheduling can overcome the limitations of single vehicle intelligence to obtain a globally optimal decision strategy in cognitive Internet of Vehicles (CIoVs). The collaboration of vehicles necessitates the exchange of environmental and decision information, generating massive collaborative computing tasks with strict latency requirements. Leveraging mobile edge computing (MEC) technology, computing tasks can be processed near the vehicles to reduce latency. However, traffic congestion and computational load imbalance seriously affect traffic efficiency and computational latency. In hybrid driving scenarios, it is challenging to fulfill the diverse service requirements of vehicles with different intelligence levels. Moreover, non-collaborative tend to result in traffic congestion due to vehicle aggregation effects, while centralized solutions lack flexibility and have high computational complexity. To address these concerns, a distributed multi-agent reinforcement learning (DMARL) algorithm is proposed for collaborative path planning and scheduling in a blockchain-based collaboration framework. In this framework, we model the communication, traffic situation and task processing of the system and formulate a joint optimization problem to minimize both travel time and computation latency. Last, we convert the scheduling problem for different types of vehicles into Markov decision processes (MDPs) and propose Q-learning-based DMARL algorithm to achieve proactive load balancing of both road infrastructures and MEC nodes (MECNs). Simulation results demonstrate that the proposed approach outperforms the comparison schemes in terms of load balance indexes of roads and MECNs, travel time, and computation latency.",
