DOI,Document title,Abstract,REASON
10.1109/TASE.2023.3308785,Viewpoint Planning of Robotic Measurement System for Free-Form Surfaces Based on Visibility Cone Space Explorer,"Free-form surfaces have been widely used in industrial design and manufacturing. For the requirements of measurement efficiency and precision, robots and optical scanners are applied to measure free-form surface parts increasingly. Due to the complex geometry shapes and occlusions of these parts, how to plan accessible viewpoints of a scanner to achieve the expected coverage rate is a challenging task. This paper presents a novel viewpoint planning method based on the visibility cone space explorer (VP-VCSE) for robotic measurement systems with 7 degrees of freedom (7-DOF). A digital twin for the robotic measurement system is implemented to provide core services for robotic measurement tasks, including sensor simulation and collision detection. To generate initial candidate viewpoints, a novel mesh segmentation algorithm based on the hybrid mixture model is proposed, which is convenient to handle the triangular mesh of the target object. Visibility computation for a target object in given viewpoints is the key to dealing with the occlusion problem. For this purpose, a general visibility model of a structured-light scanner is presented to compute visible areas accurately. In order to reduce occlusions, a visibility cone space explorer is designed to search optimal candidate viewpoints considering inverse kinematics and physical collisions simultaneously. The viewpoint planning problem is formulated as a set covering optimization problem and a next-best-view operator is introduced to improve the efficiency of the genetic algorithm for searching the resultant viewpoint set, guaranteeing the expected coverage rate and data overlap rate. The simulation and experiment results for four different test models show that the proposed algorithm outperforms the existing methods in terms of the uncovered rate and the minimum number of viewpoints. Note to Practitioners—This paper addressed a viewpoint planning problem for the robotic measurement system with a binocular structured light 3D scanner mounted on the end effector of the robot, where a robot and a turntable cooperate to complete the measurement tasks. The goal is to find a minimal number of viewpoints that provides full coverage of the target surfaces. Although many studies have addressed this problem, there is little discussion about strategies to improve coverage rate when the target object has complex occlusions. This paper suggested a valuable practice to construct a visibility cone space to adjust viewpoint to reduce occlusions and improve the overall coverage rate. Simulation and experimental results demonstrated the feasibility and effectiveness of the proposed approach. This paper showed how to deal with various constraints that a feasible viewpoint needs to satisfy in the viewpoint generation, viewpoint adjustment, and viewpoint selection phase. Moreover, this paper provided a solution for developing the visualization, simulation, and interaction of a digital twin for the 7-DOF robotic measurement system. All core services for robotic measurement tasks are implemented based on a set of open source libraries, which provides a convenient learning and research software platform for practitioners. In future research, we will study how to improve the intelligence and cooperation of the robotic measurement system through deep learning or reinforcement learning techniques.",TOPIC
10.1109/TASE.2024.3351076,Robot-Assisted Deep Venous Thrombosis Ultrasound Examination Using Virtual Fixture,"Deep Venous Thrombosis (DVT) is a common vascular disease with blood clots inside deep veins, which may block blood flow or even cause a life-threatening pulmonary embolism. A typical exam for DVT using ultrasound (US) imaging is by pressing the target vein until its lumen is fully compressed. However, the compression exam is highly operator-dependent. To alleviate intra- and inter-variations, we present a robotic US system with a novel hybrid force motion control scheme ensuring position and force tracking accuracy, and soft landing of the probe onto the target surface. In addition, a path-based virtual fixture is proposed to realize easy human-robot interaction for repeat compression operation at the lesion location. To ensure the biometric measurements obtained in different examinations are comparable, the 6D scanning path is determined in a coarse-to-fine manner using both an external RGBD camera and US images. The RGBD camera is first used to extract a rough scanning path on the object. Then, the segmented vascular lumen from US images are used to optimize the scanning path to ensure the visibility of the target object. To generate a continuous scan path for developing virtual fixtures, an arc-length based path fitting model considering both position and orientation is proposed. Finally, the whole system is evaluated on a human-like arm phantom with an uneven surface. The code (https://github.com/dianyeHuang/RobDVTUS) and intuitive demonstration video (https://www.youtube.com/watch?v=3xFyqU1rV8c) can be publicly accessed. Note to Practitioners—Robotic ultrasound (US) systems have attracted attention for various applications in the past decades. However, the existing studies are not mature and intelligent enough for some challenging applications, such as DVT exam, which requires rich contact interaction between patients and clinicians. To tackle with this challenge, this study presents a novel human-centric robotic DVT exam program using the technique of virtual fixture. The coarse-to-fine path planning module ensures the repeatability of US acquisitions carried out at different times. During DVT exam, the proposed continuous 6D path virtual fixture can guide clinicians to freely move the probe along the scan path while limiting the probe motion in other directions. In order to perform the compress-release exam, a decoupled position/force controller is developed to precisely generate the contact force conveyed by clinicians and to restrict the probe motion along the probe centerline. We believe such a robot-assisted system is a promising solution to take both advantages of robots about the accuracy and repeatability and human operators about the advanced physiological knowledge.",TOPIC
10.1109/TASE.2024.3398214,A Redundant Parallel Continuum Manipulator With Stiffness-Varying and Force-Sensing Capability,"This paper presents the design, analysis, and validation of a novel redundant planar parallel continuum manipulator (PCM) consisting of four flexible links coupled at the rigid mid- and end-platform. To address complex geometry/static hybrid constraints at the rigid platforms, a general framework is developed for the kinetostatics modeling and analysis. Benefiting from the redundant actuation design, the Cartesian stiffness of the studied PCM can be further adjusted as a secondary task to positioning. Utilizing the proposed deflection-based force sensing method, the external load exerted on the end-effector can also be identified by measuring the pose of rigid platforms. To validate the proposed design, a prototype is built, on which a series of experiments have been conducted. The results show that, with the proposed kinetostatics models, the prototype exhibits a mean position and orientation error of 0.52 mm and 0.41°. Finally, the capability of stiffness-varying and force-sensing is demonstrated to verify the feasibility and potential applications of the designed redundant PCM.Note to Practitioners—This paper is motivated by the need for more adaptable robotic systems in industrial and interactive settings. In this work, a novel redundant parallel continuum manipulator with variable passive compliance and force-sensing capability is presented. This planar manipulator comprises four flexible limbs, each driven by independent linear modules, thus the redundancy in the actuation can be leveraged for varying Cartesian stiffness. By means of measuring the pose of the end-effector, the interaction force exerted on the end-effector can be identified according to the force sensing model. The structural compliance of the manipulator enhances safety in human-robot collaboration, while variable stiffness accommodates the specific requirements of different interaction tasks. Furthermore, the force-sensing capability allows for precise feedback control, significantly improving safety during interactions with humans. Therefore, the presented PCM has the potential for interactive manipulation applications, including delicate and fragile object handling, as well as human-robot collaboration in assembly tasks.",TOPIC
10.1109/TASE.2025.3554653,Real-Time Obstacle Detection for a Biped Robot Climbing on Exoskeleton-Structure Glass Windows,"This paper presents a novel real-time obstacle detection method for a biped climbing robot. It is composed of a modified UNet neural network combined with a large-field separable contextual integration (LSCI) module and machine vision techniques for line detection. Such an approach allows the biped robot to accurately detect and locate metal exoskeleton-structure obstacles on glass curtain walls. Moreover, the algorithm adopts point cloud data collected from a depth camera to ensure precise identification of target exoskeleton-structure frames including the positions and tilt angles, facilitating effective real-time collision-free motion planning for the cleaning robot system. Comparative experiments with other neural networks used for image segmentation demonstrate that the proposed LSCI-UNet architecture significantly improves the frame obstacle detection accuracy on exoskeleton-structure glass windows with limited data. The reported method enables the biped cleaning robots to detect obstacles in real-time and effectively navigate on glass walls with exoskeleton-structure beams. Note to Practitioners—Cleaning glass windows of high-altitude buildings imposes significant risks to human workers due to potential falls, which inspires the deployment of window-cleaning robots for such tasks. Bipedal robots exhibit an ability to navigate inclined surfaces of complex exoskeleton structures. Meanwhile, accurate detection and positioning of metal beam obstacles on the windows is crucial for efficient robotic operations in complex environments. However, detecting such obstacles on transparent glass curtain walls remains a considerable challenge. Particularly, the objects behind the glass curtain cause confusion in obstacle detection. To overcome such issue, this paper proposes a new approach of real-time obstacle detection of a biped climbing robot for cleaning glass windows on an exoskeleton-structure building. The effectiveness of the reported methodology has been validated by conducting experimental investigations.",TOPIC
10.1109/TASE.2025.3564644,Trajectory-Attracted Adaptive Tracking Control for Robotic Systems Based on a Hybrid Guiding Vector Field in Flexible Environments,"This paper proposes a trajectory-attracted adaptive tracking control (TAATC) scheme based on a hybrid guiding vector field (HGVF) for robotic systems, addressing the high operational difficulty and safety concerns inherent in flexible environments. The HGVF is constructed using the characteristics of different task spaces in flexible environments to enable smooth transitions between free space and contact space with adjustable operating velocity, thereby enhancing robustness against environmental interactions and uncertainties. The HGVF can attract the state trajectories of the robotic systems by path convergence of an auxiliary dynamic system, simplifying the trajectory planning process with a time-independent representation of the desired path. In addition, a neural network is employed to compensate for uncertainties in the robotic systems, while a nonlinear duffing function represents the dynamic contact force model of flexible environments. In this way, the TAATC scheme is constructed by using the HGVF and the adaptive neural network, which unifies trajectory planning and tracking control. By using the proposed TAATC scheme, the robotic systems can achieve smooth interaction with flexible environments and obtain the desired tracking force without complex trajectory planning. The stability of the HGVF and the whole control scheme are analyzed by using the Lyapunov theorem. Finally, the effectiveness of the proposed method is validated through both simulation and experimental tests. Note to Practitioners—The motivation of this article is that operational tasks in flexible environments are the most common for robotic systems, where the deformation and fragile nature exist widely in actual applications. The risks of overshooting, oscillations, and other harmful effects during the task execution, especially when transitioning from non-contact to contact tasks, usually degrade the control performances or even damage the flexible objects. In this article, a HGVF-based trajectory-attracted adaptive tracking control scheme is proposed for robotic systems with uncertainty operating in flexible environments. The theoretical derivation demonstrates that the proposed control scheme can attract the robotic system to track a desired trajectory and interaction with flexible environments safely, where the smooth transitioning process is achieved by using the HVGF-based time-independent control method to unify the trajectory planning and tracking control. The satisfactory control performances of the simulation and experimental tests on a robotic manipulator, which interacts with a flexible object, show the practical application on a real robotic system.",TOPIC
10.1109/TASE.2025.3568141,HCNV: Hand-Eye Calibration Based on Surface Normal Optimization and View Selection,"Accurate hand-eye calibration is crucial for robotics and computer vision tasks, such as robotic manipulation and 3D object recognition, as it directly affects operational precision and visual perception. However, existing methods rely solely on point clouds and neglect geometric features like plane normals, leading to suboptimal spatial alignment. Additionally, the lack of an intelligent view selection strategy worsens initial alignment errors, causing cumulative inaccuracies and degraded performance. We propose HCNV, a novel framework that combines optimized point cloud alignment with intelligent view selection to overcome these limitations. Our method uses plane normals and a hybrid genetic algorithm to refine the point cloud transformation matrix, significantly improving spatial alignment accuracy. Furthermore, the intelligent view selection strategy enhances point cloud matching and optimizes view coverage, increasing robustness across various conditions. Experimental results show that HCNV improves calibration accuracy by 20% and reduces computational time by 30% compared to state-of-the-art methods, demonstrating its effectiveness and practicality in real-world applications. Note to Practitioners—This paper addresses the robotic hand-eye calibration problem, essential for accurate sensor alignment. Existing methods face two main challenges: 1) the lack of geometric model information, leading to insufficient constraints during point cloud alignment and resulting in cumulative errors, and 2) the absence of a mechanism to filter out views with significant point cloud errors during calibration. To address these issues, we propose a novel hand-eye calibration framework, HCNV, which optimizes point cloud alignment by fitting point clouds to planes, improving relative pose estimation accuracy. Additionally, the framework incorporates an error-based view selection strategy to reduce the impact of reprojection errors during calibration. We demonstrate the effectiveness and robustness of the proposed method through extensive comparisons with state-of-the-art techniques on both synthetic and real-world datasets.",TOPIC
10.1109/TASE.2025.3582945,Model and Collision Avoidance for Motion Planning of Rigid-Soft Robot With Continuous Expression and Input Mapping,"This paper presents a motion planning approach for rigid-soft hybrid robots that incorporates continuous expression and input mapping, aiming to achieve both tracking and collision avoidance. The conventional piecewise constant curvature model utilized in soft robots suffers from issues of discontinuity and singularity. These inherent drawbacks pose significant challenges when attempting to address the nonlinear problems associated with motion planning. To overcome these limitations, we establish a relationship between the length of drive cable and the coordination of robot terminal. Through the application of Taylor transformation, we effectively eliminate the control variation present in the denominator of this expression. Then, the nonlinear model predictive control (NMPC) with this model expression and input mapping is proposed for motion planning. By directly constructing the current input and output of the motion planning based on the combination of previous data and substituting the linearized part of the model with this data, we mitigate the impact of model inaccuracies on the solution process. Both the obstacles and robot are modeled as polyhedra, and the collision problem is reformulated in the form of continuous nonlinear inequalities. These expressions are then incorporated into the NMPC optimization function as collision avoidance constraints. This approach enables the attainment of a larger feasible movement area and more precise tracking results during the motion planning process. Finally, experimental and simulation results conducted on a rigid-soft hybrid robot demonstrate the feasibility and superiority of the proposed method, validating its effectiveness in practical applications. Note to Practitioners—This paper was developed for the motion planning of rigid-soft robots in tracking and collision-avoidance tasks. In industrial robotic arms used in manufacturing processes, it can enhance motion planning to ensure seamless part handling while avoiding collisions with surrounding equipment. For example, in automotive assembly lines, these robots need to precisely pick and place components without hitting fixtures or other robots. In service robots for indoor environments, like those used in hospitals for patient care or in warehouses for inventory management, the proposed method can be used to plan paths that avoid obstacles such as furniture, people, or stacked goods. The ability to convert collision-avoidance constraints into nonlinear continuous inequalities, treating the robot and obstacles as polyhedra, provides a larger motion range, which is crucial in these complex indoor settings.In future work, we aim to improve the algorithm efficiency and real-time performance, which will further expand the applicability of this approach in time-critical robotic applications.",TOPIC
10.1109/TCAD.2020.3012648,Exploring Edge Computing for Multitier Industrial Control,"Industrial automation traditionally relies on local controllers implemented on microcontrollers or programmable logic controllers. With the emergence of edge computing, however, industrial automation evolves into a distributed two-tier computing architecture comprising local controllers and edge servers that communicate over wireless networks. Compared to local controllers, edge servers provide larger computing capacity at the cost of data loss over wireless networks. This article presents switching multitier control (SMC) to exploit edge computing for industrial control. SMC dynamically optimizes control performance by switching between local and edge controllers in response to changing network conditions. SMC employs a data-driven approach to derive switching policies based on classification models trained based on simulations while guaranteeing system stability based on an extended Simplex approach tailored for two-tier platforms. To evaluate the performance of industrial control over edge computing platforms, we have developed WCPS-EC, a real-time hybrid simulator that integrates simulated plants, real computing platforms, and real or simulated wireless networks. In a case study of an industrial robotic control system, SMC significantly outperformed both a local controller and an edge controller in face of varying data loss in a wireless network.",TOPIC
10.1109/TCBB.2019.2896908,Active Vision and Surface Reconstruction for 3D Plant Shoot Modelling,"Plant phenotyping is the quantitative description of a plant's physiological, biochemical, and anatomical status which can be used in trait selection and helps to provide mechanisms to link underlying genetics with yield. Here, an active vision- based pipeline is presented which aims to contribute to reducing the bottleneck associated with phenotyping of architectural traits. The pipeline provides a fully automated response to photometric data acquisition and the recovery of three-dimensional (3D) models of plants without the dependency of botanical expertise, whilst ensuring a non-intrusive and non-destructive approach. Access to complete and accurate 3D models of plants supports computation of a wide variety of structural measurements. An Active Vision Cell (AVC) consisting of a camera-mounted robot arm plus combined software interface and a novel surface reconstruction algorithm is proposed. This pipeline provides a robust, flexible, and accurate method for automating the 3D reconstruction of plants. The reconstruction algorithm can reduce noise and provides a promising and extendable framework for high throughput phenotyping, improving current state-of-the-art methods. Furthermore, the pipeline can be applied to any plant species or form due to the application of an active vision framework combined with the automatic selection of key parameters for surface reconstruction.",TOPIC
10.1109/TCDS.2019.2925890,Autonomous Identification and Goal-Directed Invocation of Event-Predictive Behavioral Primitives,"Voluntary behavior of humans appears to be composed of small, elementary building blocks, or behavioral primitives. While this modular organization seems crucial for the learning of complex motor skills and the flexible adaption of behavior to new circumstances, the problem of learning meaningful, compositional abstractions from sensorimotor experiences remains an open challenge. Here, we introduce a computational learning architecture, termed as surprise-based behavioral modularization into event-predictive structures (SUBMODES) that explores behavior and identifies the underlying behavioral units completely from scratch. The SUBMODES architecture bootstraps sensorimotor exploration using a self-organizing neural controller. While exploring the behavioral capabilities of its own body, the system learns modular structures that predict the sensorimotor dynamics and generate the associated behavior. In line with recent theories of event perception, the system uses unexpected prediction error signals, i.e., surprise, to detect transitions between successive behavioral primitives. We show that, when applied to two robotic systems with completely different body kinematics, the system manages to learn a variety of complex behavioral primitives. Moreover, after initial self exploration the system can use its learned predictive models progressively more effectively for invoking model predictive planning and goal-directed control in different tasks and environments.",TOPIC
10.1109/TCDS.2021.3059045,"Time Perception: A Review on Psychological, Computational, and Robotic Models","Animals exploit time to survive in the world. Temporal information is required for higher level cognitive abilities, such as planning, decision making, communication, and effective cooperation. Since time is an inseparable part of cognition, there is a growing interest in the artificial intelligence approach to subjective time, which has a possibility of advancing the field. The current survey study aims to provide researchers with an interdisciplinary perspective on time perception. First, we introduce a brief background from the psychology and neuroscience literature, covering the characteristics and models of time perception and related abilities. Second, we summarize the emergent computational and robotic models of time perception. A general overview to the literature reveals that a substantial amount of timing models are based on a dedicated time processing like the emergence of a clock-like mechanism from the neural network dynamics and reveals a relationship between the embodiment and time perception. We also notice that most models of timing are developed for either sensory timing (i.e., ability to assess an interval) or motor timing (i.e., ability to reproduce an interval). The number of timing models capable of retrospective timing, which is the ability to track time without paying attention, is insufficient. In this light, we discuss the possible research directions to promote the interdisciplinary collaboration in the field of time perception.",TOPIC
10.1109/TCDS.2022.3152383,Learning Deep Features for Robotic Inference From Physical Interactions,"In order to effectively handle multiple tasks that are not predefined, a robotic agent needs to automatically map its high-dimensional sensory inputs into useful features. As a solution, feature learning has empirically shown substantial improvements in obtaining representations that are generalizable to different tasks, compared to feature engineering approaches, but it requires a large amount of data and computational capacity. These challenges are specifically relevant in robotics due to the low signal-to-noise ratios inherent to robotic data, and to the cost typically associated with collecting this type of input. In this article, we propose a deep probabilistic method based on convolutional variational autoencoders (CVAEs) to learn visual features suitable for interaction and recognition tasks. We run our experiments on a self-supervised robotic sensorimotor data set. Our data were acquired with the iCub humanoid and are based on a standard object collection, thus being readily extensible. We evaluated the learned features in terms of usability for: 1) object recognition; 2) capturing the statistics of the effects; and 3) planning. In addition, where applicable, we compared the performance of the proposed architecture with other state-of-the-art models. These experiments demonstrate that our model is capable of capturing the functional statistics of action and perception (i.e., images) which performs better than existing baselines, without requiring millions of samples or any hand-engineered features.",TOPIC
10.1109/TCDS.2024.3489773,Task and Motion Planning of Service Robot Arm in Unknown Environment Based on Virtual Voxel-Semantic Space,"A task and motion planning method for service robot arm based on 3-D voxel-semantic maps is proposed, which can realize virtual environment mapping, manipulator planning, and grasping tasks in unknown environments. First of all, a complete point cloud scene is obtained and spliced. Mask region-based convolutional neural network (RCNN) network is used to complete object detection and instance segmentation. A voxel-semantic hybrid map composed of 3-D point cloud, semantic information, and 3-D computer aided design (CAD) model is constructed. Second, an improved A* algorithm is proposed to plan the optimal path of robot arm end-effector. The Bezier curve interpolation is introduced to obtain the smooth trajectory. Third, the grasping poses of the robot gripper corresponding to different geometries are explored. Semantic-driven spatial task planning is achieved by decomposing robotic arm pick and place tasks. Finally, the effectiveness and rapidity of the proposed algorithm are verified in virtual space and real physical space, respectively.",TOPIC
10.1109/TCST.2025.3529356,Autonomous Hook-Based Grasping and Transportation With Quadcopters,"Payload grasping and transportation with quadcopters is an active research area that has rapidly developed over the last decade. To grasp a payload without human interaction, most state-of-the-art approaches apply robotic arms that are attached to the quadcopter body. However, due to the large weight and power consumption of these aerial manipulators, their agility and flight time are limited. This article proposes a motion control and planning method for transportation with a lightweight, passive manipulator structure that consists of a hook attached to a quadrotor using a 1-DoF revolute joint. To perform payload grasping, transportation, and release, first, time-optimal reference trajectories are designed through specific waypoints to ensure the fast and reliable execution of the tasks. Then, a two-stage motion control approach is developed based on a robust geometric controller for precise and reliable reference tracking and a linear-quadratic payload regulator for rapid setpoint stabilization of the payload swing. Furthermore, mathematical guarantees are provided for closed-loop stability to ensure safe operation. The proposed control architecture and design are evaluated in a high-fidelity physical simulator and also in real flight experiments, using a custom-made quadrotor-hook manipulator platform.",TOPIC
10.1109/TCYB.2020.3013112,Hybrid Model-Based Emotion Contextual Recognition for Cognitive Assistance Services,"Endowing ubiquitous robots with cognitive capabilities for recognizing emotions, sentiments, affects, and moods of humans in their context is an important challenge, which requires sophisticated and novel approaches of emotion recognition. Most studies explore data-driven pattern recognition techniques that are generally highly dependent on learning data and insufficiently effective for emotion contextual recognition. In this article, a hybrid model-based emotion contextual recognition approach for cognitive assistance services in ubiquitous environments is proposed. This model is based on: 1) a hybrid-level fusion exploiting a multilayer perceptron (MLP) neural-network model and the possibilistic logic and 2) an expressive emotional knowledge representation and reasoning model to recognize nondirectly observable emotions; this model exploits jointly the emotion upper ontology (EmUO) and the n-ary ontology of events HTemp supported by the NKRL language. For validation purposes of the proposed approach, experiments were carried out using a YouTube dataset, and in a real-world scenario dedicated to the cognitive assistance of visitors in a smart devices showroom. Results demonstrated that the proposed multimodal emotion recognition model outperforms all baseline models. The real-world scenario corroborates the effectiveness of the proposed approach in terms of emotion contextual recognition and management and in the creation of emotion-based assistance services. © 2013 IEEE.",TOPIC
10.1109/TFR.2025.3583972,"Building Forest Inventories With Autonomous Legged Robots—System, Lessons, and Challenges Ahead","Legged robots are increasingly being adopted in industries such as oil, gas, mining, nuclear, and agriculture. However, new challenges exist when moving into natural, less-structured environments, such as forestry applications. This article presents a prototype system for autonomous, undercanopy forest inventory with legged platforms. Motivated by the robustness and mobility of modern legged robots, we introduce a system architecture, which enabled a quadruped platform to autonomously navigate and map forest plots. Our solution involves a complete navigation stack for state estimation, mission planning, and tree detection and trait estimation. We report the performance of the system from trials executed over one and a half years in forests in three European countries. Our results with the ANYmal robot demonstrate that we can survey plots up to 1-ha plot under 30 m while also identifying trees with typical diameter at breast height (DBH) accuracy of 2 cm. The findings of this project are presented as five lessons and challenges. In particular, we discuss the maturity of hardware development, state estimation limitations, open problems in forest navigation, future avenues for robotic forest inventory, and more general challenges to assess autonomous systems. By sharing these lessons and challenges, we offer insight and new directions for future research on legged robots, navigation systems, and applications in natural environments. Additional videos can be found in https://dynamic.robots.ox.ac.uk/projects/legged-robots",TOPIC
10.1109/TICPS.2025.3614603,Teleoperated Cyber-Physical System for Cable-Driven Hyper-Redundant Flexible Manipulation,"Increased space missions rely on ground-based cyber-physical systems (CPS) to facilitate remote interventions during satellite anomalies. When solar panel deployment failures occur, integrating real-time sensing, computation, and precise robotic control becomes essential for recovery operations. To this end, this paper introduces a cable-driven hyper-redundant flexible manipulator (CHFM) for teleoperated intervention through ground control. To achieve continuous configuration control of the CHFM in constrained environments, we propose a novel planning approach to facilitate end-arm synchronization. Based on this planning strategy, a comprehensive teleoperation CPS architecture is developed, integrating operating, computing and processing, visualization, safety detection, and network modules. Experimental results demonstrate the system’s ability to navigate through narrow satellite panel slits, verifying both the system’s operational reliability and the effectiveness of the proposed planning method. The results indicate significant improvements in the accuracy of task completion for complex remote manipulation.",TOPIC
10.1109/TIE.2021.3120474,High-Performance Pixel-Level Grasp Detection Based on Adaptive Grasping and Grasp-Aware Network,"Machine vision-based planar grasping detection is challenging due to uncertainty about object shape, pose, size, etc. Previous methods mostly focus on predicting discrete gripper configurations, and may miss some ground-truth grasp postures. In this article, a pixel-level grasp detection method is proposed, which uses deep neural network to predict pixel-level gripper configurations on RGB images. First, a novel oriented arrow representation model (OAR-model) is introduced to represent the gripper configuration of parallel-jaw and three-fingered gripper, which can partly improve the applicability to different grippers. Then, the adaptive grasping attribute model is proposed to adaptively represent the grasping attribute of objects, for resolving angle conflicts in training and simplifying pixel-level labeling. Lastly, the adaptive feature fusion and grasp-aware network (AFFGA-Net) is proposed to predict pixel-level OAR-models on RGB images. AFFGA-Net improves the robustness in unstructured scenarios by using hybrid atrous spatial pyramid and adaptive decoder connected in sequence. On the public Cornell dataset and actual objects, our structure achieves 99.09% and 98.0% grasp detection accuracy, respectively. In over 2400 robotic grasp trials, our structure achieves an average success rate of 98.77% in single-object scenarios and 93.69% in cluttered scenarios. Moreover, AFFGA-Net completes a grasp detection pipeline within 15 ms.",TOPIC
10.1109/TIE.2022.3152016,Hybrid Filtered Disturbance Observer for Precise Motion Generation of a Powered Exoskeleton,"Lower-limb exoskeletons are promising applications of robotic rehabilitation for people with motor impairment. As current studies have tailored the design of gait trajectories for the target users, realizing a high-precision motion control is a critical issue for safe and effective assistance. The walking assistance involves unique characteristic phases that embody different physical constraints and requirements for assistance. Conventional methods often utilized gain-switching control for time-varying adaptation. However, despite their intuitiveness as well as simplicity, the control performance was unsatisfying due to unmodeled responses by human behavior and continuous interaction with the external environment. To tackle these challenges, this study proposes a hybrid control method applied to the disturbance observer that can provide robust robotic rehabilitation. The proposed method adaptively identifies the exoskeletal system as a hybrid nominal model and online exchanges model-based tracking controllers parallelly to the gait phase of a user. Furthermore, a unique filter named allowance filter is introduced to compensate for the plant dynamics, preventing instability of the inverted plant and realizing digital implementation. In this article, a practical user with complete paraplegia participated in the experiments for verification of the proposed methods.",TOPIC
10.1109/TIE.2022.3201329,Implementation of Autonomous Docking and Charging for a Supporting Robotic Fish,"Underwater energy supplements for autonom- ous underwater vehicles (AUVs) are significant for ocean exploitation owing to energy storage and data communication limitations. Aiming at the energy supplement for bionic robotic fish, an autonomous recharging-oriented docking approach is proposed in this article. First, an omnidirectional docking system containing a supporting robotic fish capable of visual recognition and wireless charging and a docking platform is presented. Next, five locomotive modes are designed and analyzed based on the hybrid swimming and gliding patterns for the robot fish. Utilizing the five modes, a docking procedure is planned, and an onboard-visual-based autonomous docking control strategy is presented. Aquatic experiments, including docking with the platform and refloating a small robot, are performed to verify the effectiveness of the proposed approach. The obtained results offer valuable insights into the development of autonomous docking of bionic robots, laying a solid foundation for the permanent operation of various underwater devices and robots.",TOPIC
10.1109/TIE.2022.3204967,Full-Coverage Path Planning and Stable Interaction Control for Automated Robotic Breast Ultrasound Scanning,"Ultrasound examination is widely used for diagnosis of breast cancer, which requires a full-coverage scan of the whole organ and stable probe–breast interaction for high-quality image acquisition. In this study, a robotic system for automated breast ultrasound scanning is proposed. To avoid occlusion, point cloud of the breast is obtained from multiple angles and registered together for accurate tissue shape reconstruction, then scan path planning is performed with isometric 3-D point cloud searching algorithm for full and uniform coverage. To reduce the adverse influence of large tissue deformation during ultrasound scanning, a contact force–strain regression model is built for tissue deformation estimation and used as a feedforward to correct the planned scanning path, and a probe–tissue interaction model with scanning resistance is built for normal probe orientation adjustment. To maintain normal probe orientation and stable contact force during robotic ultrasound scanning, a hybrid force–velocity control framework is proposed based on admittance control algorithm. Experiment results show that the robotic system can successfully maintain a constant contact force and keep the probe's posture along the normal orientation of probe–breast interaction both in in-plane direction and out-of-plane direction.",TOPIC
10.1109/TIE.2022.3232643,A Large-Scale Inflatable Robotic Arm Toward Inspecting Sensitive Environments: Design and Performance Evaluation,"As a subdomain of soft robots, inflatable robotic arms (IRAs) offer a promising alternative to inspect the sensitive environments that entail highly compliant manipulation, e.g., disaster rescue or archaeology exploration. This article presents a lightweight (only 843 g in weight) and 10.1-m-long deployable IRA that is a portable integration of mechanisms, electronics, and pneumatics. The actuation, fabrication and sensing of the IRA are firstly elaborated on from the perspective of joint modularization. Antagonist pneumatic artificial muscles are leveraged to enable the 10-degrees-of-freedom motion of the thin-walled and Helium-inflated body. The hardware-in-the-loop system is established, with the pneumatic components integrated into a compact box. Given the limited position accuracy of the environmentally compliant IRA, a custom-designed joystick input interface is incorporated to achieve human-in-the-loop teleoperation, thereby enhancing the situational awareness. The control architecture, covering the actuator, joint and task spaces, is employed to address the model uncertainties that are induced by both the IRA itself and the cluttered environments. Long-range inspection demonstrations that associate with obstacle avoidance and high-precision navigation are performed in typical simulation scenes like complex terrains and relic/plant environments. Experimental results ultimately reveal the promising performance of the developed IRA, enabling its future deployment in inspection.",TOPIC
10.1109/TII.2021.3082877,Comparison of a Bat and Genetic Algorithm Generated Sequence Against Lead Through Programming When Assembling a PCB Using a Six-Axis Robot With Multiple Motions and Speeds,"An optimal component feeder arrangement and robotic placement sequence are both important for improving assembly efficiency. Both problems are combinatorial in nature and known to be NP-hard. This article presents a novel discrete hybrid bat-inspired algorithm for solving the feeder slot assignment and placement sequence problem encountered when planning robotic assembly of electronic components. In our method, we use the concepts of swap operators and swap sequence to redefine position and velocity operators from the basic bat algorithm (BA). Furthermore, we propose an improved local search method based on genetic operators of crossover and mutation enhanced by the 2-opt search procedure. The algorithm is formulated with the objective of minimizing the total traveling distance of the pick-and-place device. Through numerical experiments, using a real printed circuit board (PCB) assembly scenario, we demonstrate the considerable effectiveness of the proposed discrete BA to improve the selection of feeder arrangement and placement sequence in PCB assembly operations and achieve high throughput production. The results also highlighted that even though the algorithms outperformed traditional lead through programming techniques, the programmer must consider the influence of different robot motions and speeds.",TOPIC
