DOI,Document title,Abstract
10.1145/3543507.3583380,Response-act Guided Reinforced Dialogue Generation for Mental Health Counseling,"Virtual Mental Health Assistants (VMHAs) have become a prevalent method for receiving mental health counseling in the digital healthcare space. An assistive counseling conversation commences with natural open-ended topics to familiarize the client with the environment and later converges into more fine-grained domain-specific topics. Unlike other conversational systems, which are categorized as open-domain or task-oriented systems, VMHAs possess a hybrid conversational flow. These counseling bots need to comprehend various aspects of the conversation, such as dialogue-acts, intents, etc., to engage the client in an effective and appropriate conversation. Although the surge in digital health research highlights applications of many general-purpose response generation systems, they are barely suitable in the mental health domain – the prime reason is the lack of understanding in the mental health counseling conversation. Moreover, in general, dialogue-act guided response generators are either limited to a template-based paradigm or lack appropriate semantics in dialogue generation. To this end, we propose READER – a REsponse-Act guided reinforced Dialogue genERation model for the mental health counseling conversations. READER is built on transformer to jointly predict a potential dialogue-act dt + 1 for the next utterance (aka response-act) and to generate an appropriate response (ut + 1). Through the transformer-reinforcement-learning (TRL) with Proximal Policy Optimization (PPO), we guide the response generator to abide by dt + 1 and ensure the semantic richness of the responses via BERTScore in our reward computation. We evaluate READER on HOPE, a benchmark counseling conversation dataset and observe that it outperforms several baselines across several evaluation metrics – METEOR, ROUGE, and BERTScore."
10.1145/3564121.3564125,A Hybrid Planning System for Smart Charging of Electric Fleets,"Electric vehicle (EV) fleets are well suited for last-mile deliveries both from sustainability and operational cost perspectives. To ensure economic parity with non-EV options, even captive chargers for EV fleets need to be managed intelligently. Specifically, the EVs needs to be adequately charged for their entire delivery runs while handling reduced time flexibility between runs; limited number of chargers; and deviations from the planned schedule. Existing works either solve smaller instances of this problem optimally, or larger instances with significant sub-optimality. In addition, they typically consider either day-ahead or real-time planning in isolation. We complement existing works with a hybrid approach that first identifies a day-ahead plan for assigning EVs to chargers; and then uses online replanning to handle any deviations in real-time. For the day-ahead planning, we use a learning agent (LA) that learns to assign EVs to chargers over several problem instances. Because the agent solves a given instance during its testing phase, it achieves scale in problem size with limited sub-optimality. For the online replanning, we use a greedy heuristic that dynamically refines the day-ahead plan to handle delays in EV arrivals. We evaluate our approach using representative datasets. As baselines for the LA, we use an exact mixed-integer linear program (MILP) (greedy heuristic) for small (large) problem instances. As baselines for the replanning, we use no-planning and no-replanning. Our experiments show that LA performs better (8.5-14\%) than greedy heuristic in large problem instances, while being reasonably close (&lt; 22\%) to the optimal in smaller instances. For online replanning, our approach performs about 7-20\% better than no-planning and no-replanning for a range of delay profiles."
10.1145/3512917,"""I Just Can't Help But Smile Sometimes"": Collaborative Self-Management of Depression","Depression is a challenging condition that requires individuals to manage their moods and emotions over time. Within CSCW, there has been an interest in understanding how individuals seek and share support on social media and in online communities. However, less attention has been paid to how collaboration as an aspect of self-management of depression unfolds in people's daily lives. In this paper, we explore the collaborative self-management work of 28 individuals managing depression who live in the United States. Data collection included remote semi-structured interviews with an associated cognitive mapping exercise. Our findings describe who participants turn to for day-to-day collaborative support, how collaborative activities are enacted (across both mood-focused and preventative support practices), and where these often technology-mediated interactions occur across text, phone, video, and picture-based channels. We discuss collaborative self-management in the depression support context, including key characteristics: agency, reciprocity, time, and interaction. We also present a four-step model of how the process occurs over time (awareness, planning, interaction, and reflection). We conclude by discussing how technology ecosystems support individuals' collaborative self-management."
10.1145/3548608.3559184,Research on position and attitude control method of planar motion of 5-DOF hybrid robot,"In the agriculture industry, scholars are increasingly paying attention to the advantages of hybrid robots and applying them in agricultural production. Agricultural products such as tree trunks or fruit stems is formed by growth. When the hybrid robot is working, It is easier to obtain the ideal end pose of the hybrid robot by describing the pose relationship of the robot end relative to the work object than the robot end relative to the world coordinate system. In order to realize the continuous motion control of the hybrid robot with a specified relative attitude relative to a certain plane in space, a method to realized planar motion based on 2SPU+U+RRR type five-degree-of-freedom hybrid robot position and attitude control is proposed. First, the trajectory of the task is discretized, according to the required posture, and the position and attitude matrix of each position on the trajectory is derived. Then through the inverse solution of the kinematic model, the five-degree-of-freedom hybrid robot is completely decoupled. The pose of the robot end is calculated to realize the plane motion control of the robot with a specified pose in Cartesian space according to the kinematic model of the hybrid robot based on the mechanism equivalent principle. Finally, the pose control method of the robot is tested. The experimental results show that the control method can realize the accurate planar motion control of the specified pose in Cartesian space during the repeated planar motion of the 2SPU+U+RRR type 5-DOF hybrid robot. This paper provides a five-degree-of-freedom hybrid robot theoretical model for the position and attitude synchronous motion control of arbitrary plane in Cartesian space."
10.1145/3680127.3680211,A Generic Architecture for the Digitization of Government Procurement Processes,"The implementation of government information systems has been a means to improve social, political, and economic conditions and the quality of life of its citizens. However, the systems of the governments are very different and even within a country there are distinctions between the federal, state, local and agency levels according to their specific context and capabilities. Among the governmental systems, electronic procurement is critical as they are related to a significant part of public spending. The purpose of this paper is to describe an assessment of the current state of digitization of procurement processes of innovative governments to deduce components of a common architecture from their best practices experiences that can be utilized for benchmark evaluation. This study employed an Action Design Research approach to identify, stakeholders, processes, system applications, technological components, and standards of a generic architecture for e-procurement. As a result, it was possible to deduce from countries implemented cases and validate through an organization benchmarking action case a generic architecture with four main system components: (1) e-planning of government procurement, (2) e-selection of suppliers, and (3) e-provisioning of goods and services from suppliers (4) e-services to citizens. The most developed component in government cases is e-selection, however, further developments should be carried out in e-planning and e-provisioning, mainly the integration with e-services. This work demonstrates how management research can create references for digital transformation. As a practical implication, the architectural model provides professionals with a tool for benchmark assessments, for decision-make on the evolution of functionalities and system requirements for government e-procurement."
10.1145/3610579.3611082,Explaining Unsolvability of Planning Problems in Hybrid Systems with Model Reconciliation,"A recent problem of interest in Explainable AI Planning is that of explaining the unsolvability of planning problems. Though there has been a lot of research on generating explanations of solutions to planning problems, explaining the absence of solutions remains a largely open and understudied problem. Model reconciliation has been a popular approach for generating explanations for such problems in recent literature, which involves an AI agent and a human planner, who have different models of the planning domain and each explains to the other the differences they have in their domain representations and attempt to arrive at a consensus. More often than not, it is assumed that the AI agent has a correct and complete view of the domain, of which the human only has a partial view. Through reconciliation, the human domain is updated to be consistent with what the AI agent has. Most of the works in this direction are targeted toward classical planning problems on domains represented typically as discrete state transition systems or variants. In this paper, we provide an approach towards model reconciliation for planning problems in hybrid systems represented as a mix of discrete and continuous domains. We assume that the agent has a complete model of the environment, while the human has a partial or erroneous model and expects a plan for the planning problem when there is none. The explanation problem is presented as a process of continuous reconciliation between these two entities (agent and human) to make the human domain consistent with that of the agent. To this effect, we use a mix of graph traversal and path analysis, along with Linear programming to carry out the reconciliation process. In particular, we use the concept of Irreducible Infeasible Sets (IIS) to generate explanations. Experimental results on 2 representative hybrid domains show the efficacy of our approach."
10.1145/3759928.3759967,BiLSTM-Based Climate and Agricultural Supply Chain Resilience Modeling Using Time Series Forecasting in Ghana,"This study proposes a Bidirectional Long Short-Term Memory (BiLSTM) neural network to formulate a deep learning framework that predicts climate variables and measures the resilience of Ghana’s agricultural supply chain. The model uses past data from the Ghana Meteorological Agency to forecast future temperatures, rainfall, and a composite resilience index made up of crop yield, transport delay, labor availability, market price volatility, and storage capacity. The model architecture includes regularization methods like Batch Normalization, Gaussian Noise, and Layer Normalization. It then uses multi-output dense layers for tasks that need to make predictions at the same time. The model performed well in predicting the resilience index, with a Root Mean Squared Error (RMSE) of 0.0819, a Mean Absolute Error (MAE) of 0.0687, and a R2 score of 0.0697. The proposed BiLSTM model outperformed the persistent baseline naive model. Predictions of raw climate variables weren’t very accurate because they are naturally unstable. However, the resilience index, which is a smoothed composite metric, was predicted with more consistency. These results show that BiLSTM-based models could help with climate-resilient agricultural planning and decision-making in places like Northern Ghana, where there isn’t a lot of data and the climate is unreliable."
10.1145/3717413.3717418,Utilizing Autonomous Airport Parking Facilities as Virtual Power Plants to Provide Frequency Containment Reserve,"With the rise of inverter-based renewables, grid stability is increasingly strained. Electric vehicles (EVs) offer unique potential in enhancing this stability through intelligent (dis-)charging control; by aggregation, they can provide significant balancing services to network operators. To exploit this opportunity, airport parking is particularly well suited due to the large number of vehicles with predictable departure times. By using the novel Automated Valet Charging (AVC) technology, parking facilities can optimally schedule EVs---autonomously maneuvering cars to and from charge points and connecting them robotically. We propose using AVC-capable parking facilities as virtual power plants (VPPs), providing fast-acting frequency containment reserve (FCR). This study's key contributions are: 1) presenting the AVC VPP concept and formalizing its two core optimization tasks, 2) developing a modular co-simulation architecture for comprehensive evaluation, 3) performing preliminary experiments, to assess feasibility and to identify simulation challenges, and 4) outlining strategic recommendations for practical AVC VPP implementation. The results suggest the concept's potential in utilizing airport EV parking for FCR, promising additional revenue for parking operators without sacrificing customer satisfaction. However, for conclusive assessment, extended simulation models are necessary. Furthermore, prequalification emerges as a significant obstacle to profitable real-world applications. Ultimately, AVC VPPs may help with transforming EVs from being a burden on the grid to a valuable asset."
10.1145/3708597.3708615,Curriculum Reinforcement Learning with Hybrid Exploration Strategies for 2D Maze Path Planning: Simulated Strategies for Microrobot Navigation in Constrained Environments,"This paper presents a reinforcement learning (RL) framework designed to solve 2D maze path planning problems within simulated environments, with potential applications in microrobot navigation in constrained settings. The primary challenge addressed is the efficient training of an RL agent to navigate mazes ranging from simple 17x17 grids to complex 263x263 grids. Our approach integrates curriculum learning to increase the complexity of mazes during training gradually and employs hybrid exploration strategies to balance exploration and exploitation effectively. Although the experiments were conducted in a simulated environment, the methods developed hold significant promise for real-world microrobot applications. We benchmarked our RL framework, which is built on a Deep Q-Network (DQN), against traditional pathfinding algorithms such as Breadth-First Search (BFS), A-star, and Rapidly-exploring Random Trees (RRT). We trained our model on the subset of the ‘Curriculum - Lost in Maze Dataset,’ consisting of 3.1 million maze images, demonstrating the model's ability to generalize and efficiently solve unseen mazes. The model achieved an average loss of 12.67 across all maze sizes and adapted to new ones with an average time of 21.69. The proposed methodology results in significant improvements, with a 16.54\% increase in success rate and a 51.49\% improvement in path efficiency compared to the average of the two baseline methods. Our proposed approach potentially contributes to microrobot manipulation, where precise path planning is crucial for avoiding obstacles in real-time within a vision-based control system limited to a monocular top view by the optical microscope [1], [2], [3]."
10.5555/3721488.3721623,Capabilities2 for ROS2: Advanced Skill-Based Control for Human-Robot Interaction,"In the early days of the Open Source Robotics Foundation, a lesser-known project aimed to design an ''app-able robot'', leading to the creation of the ''Capabilities'' package for the Robot Operating System. Over a decade later, formulating robot capabilities remains a significant technical hurdle in bringing robots from the lab into everyday life. This paper introduces Capabilities2, a successor to the original Capabilities package, now reimagined for ROS2. Capabilities2 enhances the original design by enabling advancements in skill-based control techniques and offering a more efficient, extensible framework for defining and utilising robot capabilities. We delve into its application in new real-world scenarios, with a particular focus on human-robot interactions and the deployment of collaborative mobile robots in human-centric environments. Capabilities2 addresses challenges in implementing intuitive, collaborative robots by introducing an abstracted database handler, an object-relational mapping for capability models, and a plugin architecture for capability execution. These features support dynamic capability representation, runtime adaptability, and integration with modern AI techniques for skill-based task planning. By providing a standardised yet flexible framework, Capabilities2 reduces the integration effort required to develop top-level controls for real-world scenarios, facilitating rapid development and deployment. Our contributions include the reimplementation of the Capabilities package in ROS2, enhancements to support contemporary robotic applications, and demonstrations of new use cases enabled by Capabilities2. We believe that Capabilities2 significantly advances the field of robotics by equipping developers with tools to create more capable, adaptable, and interactive robots. Capabilities2 is available at https://github.com/CollaborativeRoboticsLab/capabilities2"
10.1145/3411764.3445540,”Naked and on Fire”: Examining Player Agency Experiences in Narrative-Focused Gameplay,"Player agency is central to interactive narrative and games. While previous work focuses on analyzing player perception of agency through various lenses and phenomena, like meaningful choice and expectations, it is largely theoretical. Few user studies within games explore how players reason about and judge their own agency within interactive narratives. We present an interview study where participants rated their agency experiences within narrative-focused games and described their reasoning. The analysis suggests that agency perception depends on multiple factors beyond meaningful choice, such as social investment and genre-conventions. Participants described varying preferences and value judgements for different factors, indicating that individual differences have a deep impact on agency perception in narrative-focused gameplay. We discuss the implications of these cognitive variables on design, how they can be leveraged with other factors, and how our findings can help future work enhance and measure player agency, within interactive narrative and beyond."
10.1145/3653081.3653145,Smart operation and maintenance management and application of wind farms,"It has become a trend to use artificial intelligence, big data, cloud/edge computing and other technologies to improve power generation efficiency and supervision capabilities to achieve ""new energy +"". This article follows the principles of ""few people on duty, situation-based maintenance, and digital operation and maintenance"" to build an intelligent site and platform of ""remote centralized operation + regional maintenance + smart site"". Real-time detection, analysis, diagnosis, and operation optimization of new energy power plants. Additionally, this paper proposes AnoGAN, a hybrid model that combines generative adversarial networks (GANs) and variational autoencoders (VAEs) for anomaly detection. It generates normal data and detects anomalies through generated data errors, contributing to the intelligent operation and maintenance of wind farms. The wheeled robot replaces manual tasks in critical areas and embodies the integration of advanced anomaly detection technology with practical robotic solutions for efficient power infrastructure maintenance."
10.1145/3565287.3617610,Towards extreme network KPIs with programmability in 6G,"6G's superpower must be simplicity, which should not be viewed as a constraint, but rather as the organic outcome of using the most advanced technologies at our disposal. Programmability in the data plane, cloud-native features like automatic scaling and failover, transparent acceleration of both network functions and applications and AI-driven optimizations are already present. We only need to integrate these different innovations into a consistent architecture and offer a simple yet powerful solution for the very different applications that would use future mobile networks. The application space is getting more and more heterogeneous, e.g., legacy Internet-based services still using the good old TCP protocol, future media services relying on multipath transport - always utilizing the best available connection, or control applications of robots or drones requiring extreme low and stable latency. The different applications will require very different Key Performance Indicators (KPIs) from the network. In this paper, we present a novel architecture called DESIRE6G (D6G) architecture that aims to fulfill these requirements by integrating the key technological innovations mentioned above. Besides supporting the diverse KPIs of future applications, the novel architecture should also simplify the mobile network itself by promoting modularity and service-based network function selection which can replace traditional control plane centric solutions, e.g., for handover."
10.1145/3434074.3446911,Who Wants to Grant Robots Rights?,"The robot rights debate has thus far proceeded without any reliable data concerning the public opinion about robots and the rights they should have. We have administered an online survey (n = 200) that investigates layman's attitudes towards granting particular rights to robots. Furthermore, we have asked them for what reasons they are willing to grant them those rights. Finally, we have administered general perceptions of robots regarding appearance, capacities, and traits. Results show that rights can be divided in sociopolitical and computing dimensions, and reasons into cognition and compassion dimensions. People generally have a positive view on robot interaction capacities. Attitudes towards robot rights depend on age and experience as well as on the cognitive and affective capacities people believe robots will ever possess. Our results suggest that the robot rights debate stands to benefit greatly from a common understanding of the capacity potentials of future robots."
10.1145/3444369,Developing Conversational Agents for Use in Criminal Investigations,"The adoption of artificial intelligence (AI) systems in environments that involve high risk and high consequence decision-making is severely hampered by critical design issues. These issues include system transparency and brittleness, where transparency relates to (i) the explainability of results and (ii) the ability of a user to inspect and verify system goals and constraints; and brittleness, (iii) the ability of a system to adapt to new user demands. Transparency is a particular concern for criminal intelligence analysis, where there are significant ethical and trust issues that arise when algorithmic and system processes are not adequately understood by a user. This prevents adoption of potentially useful technologies in policing environments. In this article, we present a novel approach to designing a conversational agent (CA) AI system for intelligence analysis that tackles these issues. We discuss the results and implications of three different studies; a Cognitive Task Analysis to understand analyst thinking when retrieving information in an investigation, Emergent Themes Analysis to understand the explanation needs of different system components, and an interactive experiment with a prototype conversational agent. Our prototype conversational agent, named Pan, demonstrates transparency provision and mitigates brittleness by evolving new CA intentions. We encode interactions with the CA with human factors principles for situation recognition and use interactive visual analytics to support analyst reasoning. Our approach enables complex AI systems, such as Pan, to be used in sensitive environments, and our research has broader application than the use case discussed."
10.5555/3523760.3523782,"Why do We Follow Robots? An Experimental Investigation of Conformity with Robot, Human, and Hybrid Majorities","Individuals tend to conform to a majority for reasons of peer pressure (normative conformity) and insecurity (informational conformity). It is important to investigate the reasons for social phenomena such as conformity in order to better understand processes in hybrid teams (i.e., teams which consist of humans and robots). Research has yielded conflicting results on conformity with robot and hybrid majorities, and the reasons for conformity remain unclear. We conducted a within-subject online experiment (n = 103) to compare the reasons for conformity under three conditions: human, robot, and hybrid majorities. Results indicate that subjects conformed most often with hybrid majorities, while they conformed least often with robot majorities. Normative conformity influenced conformity with human majorities, but informational conformity did not. Informational conformity influenced conformity with robot majorities, but normative conformity did not. Both types of conformity affected conformity with hybrid majorities. Our results provide a possible explanation for the heterogeneous findings on conformity in HRI"
10.1145/3764587,Contract Embeddings for Layered Control Architectures,"The design of complex cyber-physical system architectures is often hierarchical. System specifications are mapped to an implementation layer via a stepwise refinement process involving multiple intermediate layers. These layers may capture different functionalities, and the orchestration of a variety of heterogeneous techniques suited to each layer may be required to achieve the overall design objectives. Due to their heterogeneity, ensuring traceability and verifiability of such architectures is a challenging problem. In this article, we present a correct-by-construction methodology for designing heterogeneous layered architectures. We capture the specifications at each layer with assume-guarantee contracts, a specification paradigm which can encompass a variety of modeling formalisms. We then use the notion of contract embeddings to define specification refinement, rigorously and traceably mapping specifications across layers modeled with heterogeneous formalisms. We instantiate our methodology on the design of layered control architectures (LCAs), resulting in a novel approach that can verifiably orchestrate domain-specific techniques to satisfy both global planning and local safety requirements. In the context of LCAs, we derive necessary conditions for correct specification refinement and results for compositional realization of control safety specifications. We illustrate our design methodology on a motivating example and a case study derived from robotic mission planning and control."
10.1145/3625156.3625189,Efficient Mobile Robot Navigation with D* Lite and Bellman Ford Hybrid Algorithm,"Robotics is a challenging area which is highly employed in various fields, including industry, logistics, healthcare, and transportation. They need effective and reliable path planning algorithms to navigate in complicated and dynamic situations. Due to its effectiveness and optimality, the hybridized algorithm has recently become a well-liked approach for resolving path planning issues in robotics. In this article, the D* Lite algorithm's implementation was done using Bellman ford Shortest Path Algorithm to achieve improved path quality and their performance assessment was done using different 2D maps. The theoretical foundation of the algorithm, its simulation implementation, and practical findings proving its efficiency regarding computing time, path distance and various other metrics are all presented in this article. It has been verified through both theoretical and empirical results that the novel hybrid technique can enhance the efficiency and effectiveness of the D*Lite. Simulation results are very much effective as D* lite implementation includes bellman ford algorithm for achieving nearly 25\% reduced computation time as well as 36\% improved optimal path length."
10.1145/3448734.3450793,An Efficient RRT-based Framework for Planning Short and Smooth Alige.x Robot Motion,"Autonomous navigation is a crucial technology for the automatic operation of mobile robots, in which path planning is the core part. In a complicated and dynamic environment, planning efficiency is crucial. In this paper, we propose a hybrid path planning scheme for a differentially driven wheeled robot with dynamical constraints by combining global path planning and local hierarchical architectures in a complex dynamic environment. In path planning under the hybrid structure, first, we generate a global path based on the adaptive goal-directed RRT algorithm. This way can achieve Efficiency. Local path planning uses the DWA with PID controller instead of the cost function for real-time motion control. A seamless interface between the global and local path planning mechanisms is designed to contribute to the whole hybrid path planning scheme. Finally, the experimental results on the grid map prove the potency and feasibility of our method."
10.1145/3649329.3658250,DeepRIoT: Continuous Integration and Deployment of Robotic-IoT Applications,"We present DeepRIoT, a continuous integration and continuous deployment (CI/CD) based architecture that accelerates the learning and deployment of a Robotic-IoT system trained from deep reinforcement learning (RL). We adopted a multi-stage approach that agilely trains a multi-objective RL controller in the simulator. We then collected traces from the real robot to optimize its plant model, and used transfer learning to adapt the controller to the updated model. We automated our framework through CI/CD pipelines, and finally, with low cost, succeeded in deploying our controller in a real F1tenth car that is able to reach the goal and avoid collision from a virtual car through mixed reality."
10.5555/3712729.3712749,Incorporating the Com-B Model for Behavior Change into an Agent-Based Model of Smoking Behaviors: An Object-Oriented Design,"Modeling trajectories in cigarette smoking prevalence, initiation and quitting for populations and subgroups of populations is important for policy planning and evaluation. This paper proposes an agent-based model (ABM) design for simulating the smoking behaviors of a population using the Capability, Opportunity, Motivation - Behavior (COM-B) model. Capability, Opportunity and Motivation are modeled as latent composite attributes which are composed of observable factors associated with smoking behaviors. Three forms of the COM-B model are proposed to explain the transitions between smoking behaviors: initiating regular smoking uptake, making a quit attempt and quitting successfully. The ABM design follows object-oriented principles and extends an existing generic software architecture for mechanism-based modeling. The potential of the model to assess the impact of smoking policies is illustrated and discussed."
10.1145/3411764.3445124,Empowering Dyads of Older Adults With Mild Cognitive Impairment And Their Care Partners Using Conversational Agents,"Conversational agents (CAs) such as Google Home or Alexa offer empowering opportunities for dyads composed of older adults with mild cognitive impairment (MCI) and their care partners. CAs support coordination and planning between the two, and can amplify the support that the care partner needs to provide. In this study, we observed how ten such dyads interacted with a Google Home over 10 weeks. We logged and analyzed 3,878 total interactions, interviewed the dyads to better understand their experiences, and also surveyed their individual preferences and priorities for automated assistance in the home. We found that CAs empowered both the people who had MCI, and their care partners. We observed that the utility of the CA in the day-to-day lives of users largely depended on how much the care partner scaffolded promising functionality, setting it up and contextualizing it for specific needs and desires."
10.1145/3745778.3766664,Frustration-driven Snap-through in Snapology,"We propose a transformable modular system based on Snapology, a modular origami assembled with prismatic foldable modules connected by foldable hinges. Our Snapology system specifically employs rhombic and regular triangular modules, with all creases constrained to a single fold direction (valley or mountain). The key finding lies in exploiting geometric frustration — the inability of the system to satisfy all geometric constraints simultaneously — to achieve rapid transformation from planar to three-dimensional (3D) configurations through snapping motion. The transformation principle is programmable by controlling the activation of out-of-plane fold hinges incident on a single vertex, enabling two distinct motions: smooth motion and snapping motion. We develop kinematic models to analyze configuration spaces and elucidate the underlying transformation principles. Computational modeling and prototype fabrication validate the predicted snapping behaviors. Design explorations demonstrate various system configurations that achieve programmable 2D-to-3D transformations through controlled snapping motion. This work establishes a new paradigm for frustration-driven modular origami design, with applications in programmable matter, soft robotics, and adaptive architectural systems."
10.1145/3469127,Struggling to Keep Tabs on Capstone Projects: A Chatbot to Tackle Student Procrastination,"Capstone projects usually represent the most significant academic endeavor with which students have been involved. Time management tends to be one of the hurdles. On top, University students are prone to procrastinatory behavior. Inexperience and procrastination team up for students failing to meet deadlines. Supervisors strive to help. Yet heavy workloads frequently prevent tutors from continuous involvement. This article looks into the extent to which conversational agents (a.k.a. chatbots) can tackle procrastination in single-student capstone projects. Specifically, chatbot enablers put in play include (1) alerts, (2) advice, (3) automatic rescheduling, (4) motivational messages, and (5) reference to previous capstone projects. Informed by Cognitive Behavioural Theory, these enablers are framed within the three phases involved in self-regulation misalignment: pre-actional, actional, and post-actional. To motivate this research, we first analyzed 77 capstone-project reports. We found that students’ Gantt charts (1) fail to acknowledge review meetings (70\%) and milestones (100\%) and (2) suffer deviations from the initial planned effort (16.28\%). On these grounds, we develop GanttBot, a Telegram chatbot that is configured from the student’s Gantt diagram. GanttBot reminds students about close landmarks, it informs tutors when intervention might be required, and it learns from previous projects about common pitfalls, advising students accordingly. For evaluation purposes, course 17/18 acts as the control group ( N=28 ) while course 18/19 acts as the treatment group ( N=25  students). Using “overdue days” as the proxy for procrastination, results indicate that course 17/18 accounted for an average of 19 days of delay (SD = 5), whereas these days go down to 10 for the intervention group in course 18/19 (SD = 4). GanttBot is available for public usage as a Telegram chatbot."
10.5555/3463952.3463967,Reason Explanation for Encouraging Behaviour Change Intention,"The demand for intelligent virtual advisors in our rapidly advancing world is rising and, consequently, the need for understanding the reasoning process to answer why a particular piece of advice is provided to the user is directly increasing. Personalized explanation is regarded as a reliable way to improve the user's understanding and trust in the virtual advisor. So far, cognitive explainable agents utilize reason explanation by referring to their own mental state (beliefs and goals) to explain their own behaviour. However, when the explainable agent plays the role of a virtual advisor and recommends a behaviour for the human to perform, it is best to refer to the user's mental state, rather than the agent's mental state, to form a reason explanation. In this paper, we are developing an explainable virtual advisor (XVA) that communicates with the user to elicit the user's beliefs and goals and then tailors its advice and explains it according to the user's mental state. We tested the proposed XVA with university students where the XVA provides tips to reduce the students' study stress. We measured the impact of receiving three different patterns of tailored explanations (belief-based, goal-based, and belief&amp;goal-based explanation) in terms of the students' intentions to change their behaviours. The results showed that the intention to change is not only related to the explanation pattern but also to the user context, the relationship built with the agent, the type of behaviour recommended and the user's current intention to do the behaviour."
10.1145/3501409.3501622,Research on Improved Hybrid Polynomial Interpolation Algorithm for Rail Inspection Robot,"In order to ensure the track stability when the rail inspection robot automatically tracks the moving target and reduce the amplitude of angular velocity and angular acceleration, it is necessary to study the trajectory planning strategy. Aiming at the problem that the amplitude of angular velocity and angular acceleration of 3-5-3 hybrid polynomial interpolation algorithm is too high, a 3-3-5 hybrid polynomial interpolation trajectory planning method is proposed. Firstly, the D-H (Denavit-Hartenberg) model of the rail inspection robot is used to compute its kinematics equation. Secondly, according to the constraints of motion curve (angle, angular velocity, angular acceleration continuous), kinematics constraints are obtained and interpolation points are determined. Thirdly, the coefficient expression of the hybrid polynomial interpolation algorithm is solved by substituting kinematics constraints and interpolation points into the formula of the 3-3-5 hybrid polynomial interpolation algorithm. Finally, the 3-3-5 hybrid polynomial interpolation algorithm is simulated in MATLAB. The results show that the 3-3-5 hybrid polynomial interpolation algorithm can effectively reduce the amplitude of the angular velocity and angular acceleration, reduce the jerk of the motor, and improve the overall motion performance of the inspection robot."
10.1145/3689933.3690834,Automated APT Defense Using Reinforcement Learning and Attack Graph Risk-based Situation Awareness,"Advanced Persistent Threats pose significant risks to communication and infrastructure systems. While both heuristic and reinforcement learning have been applied to address this challenge, current approaches rely on fixed assumptions or use simplistic state representations and reward functions, compromising adaptability and accuracy. In this paper, we propose a novel intelligent agent system that enhances security against APTs by leveraging MulVAL attack graphs and quantitative risk assessment. Our approach translates complex MulVAL attack graph states into a compact RL state representation, enabling efficient learning in dynamic network environments. We integrate quantitative attack graph-based risk assessment into the RL framework, employing a hybrid reward function that incorporates residual risk, risk reduction, control efficacy, and cost. This risk-based approach provides enhanced context and situation awareness to the RL agent, facilitating more informed long-term decision-making. Using both Q-learning and Proximal Policy Optimization algorithms, we train and evaluate our system on an emulated industrial control system environment under realistic APT attacks. Experimental results demonstrate the significant benefits of our risk-based approach in guiding RL agents. Compared to non-risk configurations, our method shows improved success rates in APT mitigation, reduced control costs, which imply better long-term strategic planning."
10.1145/3728725.3728759,A Guided-learning Network for Brain Tumor Segmentation with Missing Modalities,"Accurate segmentation of brain tumors is essential for clinical assessment and treatment planning, as it leverages multiple MRI modalities to provide complementary diagnostic information. However, missing modalities are frequently en- countered in clinical practice due to factors such as image degradation, artifacts, protocol inconsistencies, or patient con- traindications to contrast agents. While certain unified models are designed to accommodate various missing modality scenarios, their performance declines markedly when multiple modalities are absent, particularly in cases where only a single modality is available. To tackle this challenge, we introduce a Guided- learning Network that leverages dynamic FFT filters. This network trains multiple specialized models designed for different missing modality scenarios, achieving outstanding performance. The architecture comprises two distinct learning paths: one dedicated to capturing multimodal information and another focused on generating modality-specific representations for the missing modality. A guided-learning strategy connects these two paths. Initially, the multimodal path is trained and its parameters are locked, enabling the missing modality path to learn under its guidance. The training process incorporates several key com- ponents: adversarial learning to align high-level features across paths, frequency-domain adaptive filtering using dynamic FFT filters to extract global features, and mutual information transfer to ensure critical information is retained even when modality data is missing. Experiments conducted on the BraTS2018 dataset demonstrate that our model outperforms comparable state-of- the-art methods in all missing modality cases."
10.1145/3375790,Exploring the Role of Common Model of Cognition in Designing Adaptive Coaching Interactions for Health Behavior Change,"Our research aims to develop intelligent collaborative agents that are human-aware: They can model, learn, and reason about their human partner’s physiological, cognitive, and affective states. In this article, we study how adaptive coaching interactions can be designed to help people develop sustainable healthy behaviors. We leverage the common model of cognition (CMC) [31] as a framework for unifying several behavior change theories that are known to be useful in human–human coaching. We motivate a set of interactive system desiderata based on the CMC-based view of behavior change. Then, we propose PARCoach, an interactive system that addresses the desiderata. PARCoach helps a trainee pick a relevant health goal, set an implementation intention, and track their behavior. During this process, the trainee identifies a specific goal-directed behavior as well as the situational context in which they will perform it. PARCCoach uses this information to send notifications to the trainee, reminding them of their chosen behavior and the context. We report the results from a 4-week deployment with 60 participants. Our results support the CMC-based view of behavior change and demonstrate that the desiderata for proposed interactive system design is useful in producing behavior change."
