DOI,Source title,Abstract,REASON
10.1109/MCI.2016.2627670,IEEE Computational Intelligence Magazine,"Games are becoming increasingly indispensable, not only for fun but also to support tasks that are more serious, such as education, strategic planning, and understanding of complex phenomena. Computational intelligence-based methods are contributing significantly to this development. Learning Classifier Systems (LCS) is a pioneering computational intelligence approach that combines machine learning methods with evolutionary computation, to learn problem solutions in the form of interpretable rules. These systems offer several advantages for game applications, including a powerful and flexible agent architecture built on a knowledge-based symbolic modeling engine; modeling flexibility that allows integrating domain knowledge and different machine learning mechanisms under a single computational framework; an ability to adapt to diverse game requirements; and an ability to learn and generate creative agent behaviors in real-time dynamic environments. We present a comprehensive and dedicated survey of LCS in computer games. The survey highlights the versatility and advantages of these systems by reviewing their application in a variety of games. The survey is organized according to a general game classification and provides an opportunity to bring this important research direction into the public eye. We discuss the strengths and weaknesses of the existing approaches and provide insights into important future research directions. © 2017 Elsevier B.V., All rights reserved.",
10.1109/MCI.2018.2840727,IEEE Computational Intelligence Magazine,"In the traditional reinforcement learning paradigm, a reward signal is applied to define the goal of the task. Usually, the reward signal is a «hand-crafted» numerical value or a pre-defined function: it tells the agent how good or bad a specific action is. However, we believe there exist situations in which the environment cannot directly provide such a reward signal to the agent. Therefore, the question is whether an agent can still learn without the external reward signal or not. To this end, this article develops a self-learning approach which enables the agent to adaptively develop an internal reward signal based on a given ultimate goal, without requiring an explicit external reward signal from the environment. In this article, we aim to convey the self-learning idea in a broad sense, which could be used in a wide range of existing reinforcement learning and adaptive dynamic programming algorithms and architectures. We describe the idealized forms of this method mathematically, and also demonstrate its effectiveness through a triple-link inverted pendulum case study. © 2018 Elsevier B.V., All rights reserved.",
10.1109/MCOM.101.2001120,IEEE Communications Magazine,"Next generation (NextG) cellular networks will be natively cloud-based and built on programmable, virtualized, and disaggregated architectures. The separation of control functions from the hardware fabric and the introduction of standardized control interfaces will enable the definition of custom closed-control loops, which will ultimately enable embedded intelligence and real-time analytics, thus effectively realizing the vision of autonomous and self-optimizing networks. This article explores the disaggregated network architecture proposed by the O-RAN Alliance as a key enabler of NextG networks. Within this architectural context, we discuss the potential, the challenges, and the limitations of data-driven optimization approaches to network control over different timescales. We also present the first large-scale integration of O-RAN-compliant software components with an open source full-stack softwarized cellular network. Experiments conducted on Colosseum, the world's largest wireless network emulator, demonstrate closed-loop integration of real-time analytics and control through deep reinforcement learning agents. We also show the feasibility of radio access network (RAN) control through xApps running on the near-real-time RAN intelligent controller to optimize the scheduling policies of coexisting network slices, leveraging the O-RAN open interfaces to collect data at the edge of the network. © 2021 Elsevier B.V., All rights reserved.",
10.1109/MCOM.2013.6400446,IEEE Communications Magazine,"Recent technological advances in the power generation and information technologies areas are helping to change the modern electricity supply system in order to comply with higher energy efficiency and sustainability standards. Smart grids are an emerging trend that introduce intelligence in the power grid to optimize resource usage. In order for this intelligence to be effective, it is necessary to retrieve enough information about the grid operation together with other context data such as environmental variables, and intelligently modify the behavior of the network elements accordingly. This article presents a multi-agent system model for virtual power plants, a new power plant concept in which generation no longer occurs in big installations, but is the result of the cooperation of smaller and more intelligent elements. The proposed model is not only focused on the management of the different elements, but includes a set of agents embedded with artificial neural networks for collaborative forecasting of disaggregated energy demand of domestic end users, the results of which are also shown in this article. © 1979-2012 IEEE. © 2013 Elsevier B.V., All rights reserved.",
10.1109/MED54222.2022.9837240,,"This article presents an overall system architecture for multi-robot coordination in a known environment. The proposed framework is structured around a task allocation mechanism that performs unlabeled multi-robot path assignment informed by 3D path planning, while using a nonlinear model predictive control(NMPC) for each unmanned aerial vehicle (UAV) to navigate along its assigned path. More specifically, at first a risk aware 3D path planner D + {\ast} is applied to calculate cost between each UAV agent and each target point. Then the cost matrix related to the computed trajectories to each goal is fed into the Hungarian Algorithm that solves the assignment problem and generates the minimum total cost. NMPC is implemented to control the UAV while satisfying path following and input constraints. We evaluate the proposed architecture in Gazebo simulation framework and the result indicates UAVs are capable of approaching their assigned target whilst avoiding collisions. © 2022 Elsevier B.V., All rights reserved.",
10.1109/MFI.2008.4648013,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,"A cost-effective operation of complex automation systems requires the continuous diagnosis of the asset functionality. The early detection of potential failures and malfunctions, the identification and localization of present or impending component failures and, in particular, the monitoring of the underlying physical process are of crucial importance for the efficient operation of complex process industry assets. With respect to these suppositions a software agent based diagnosis and monitoring concept has been developed, which allows an integrated and continuous diagnosis of the communication network and the underlying physical process behavior. The present paper outlines the architecture of the developed distributed diagnostic concept based on software agents and presents the functionality for the diagnosis of the unknown process behaviour of the underlying automation system based on machine learning methods. © 2008 IEEE. © 2009 Elsevier B.V., All rights reserved.",
10.1109/MILCOM.2011.6127531,Proceedings - IEEE Military Communications Conference MILCOM,"The Tactical Information Technologies for Assured Network Operations (TITAN) Program aims to achieve net-centric information and knowledge management and dissemination integrated with data-to-decision C2 Applications. TITAN is a multi-year effort to develop, demonstrate and mature information and knowledge (I&K) management and dissemination (M&D) services spanning multiple echelons and provide support to the network-centric operations process with collaborative military planning and execution monitoring. TITAN integrates heterogeneous, open-source intelligent agents and web services with network-centric communications infrastructures. These agents and services are designed to support users executing the Operations Process for command and control across command echelons from units on the upper tactical internet at brigade and above to units on the lower tactical internet at battalion and below. The result is an adaptive system for collaborative battle command planning, execution and monitoring. In delivering TITAN, the team had to engineer novel solutions to several current research problems. These technical contributions include the development of a Battle Command-Warfighter (BCW) interface that integrates planning with situation awareness; definition of interoperability schemas for C2 information sources and services; management of distributed provenance; implementation of a network-centric message bus for communications across different network echelons and radios; and the development of agents and services to support Mission Command planning processes and numerous Data-to-Decision (D2D) threads in a comprehensive manner to execute TRADOC's Multi-Level Scenario. The integrated TITAN system has been demonstrated in numerous settings and was featured at the Ft. Dix C4ISR ""On the Move"" experiment in summer 2011. © 2011 IEEE. © 2013 Elsevier B.V., All rights reserved.",
10.1109/MIS.2013.71,IEEE Intelligent Systems,"The article is halfway between agent technology and the mathematical reasoning needed to model tactical decision-making tasks. These models are applied to the air defense domain for command and control (C2). The article also addresses the issues related to evaluating agents, which are designed and implemented using the agent-programming paradigm. The agents are deployed in a simulated environment for performing C2 tasks, such as electronic counter-countermeasures, threat assessment, and weapon allocation. The simulated defense system runs without any human intervention and represents a state-of-the-art model for C2 autonomy. The use of agents as autonomous decision-making entities is particularly useful in view of futuristic network-centric warfare. © 2014 Elsevier B.V., All rights reserved.",
10.1109/MIS.2017.4531227,IEEE Intelligent Systems,"The authors present a general multirobot task planning and execution architecture for a team of heterogeneous mobile robots that interact with multiple human users. The designed architecture is implemented in an environment where such robots provide daily assistance to residents in a retirement home setting. The robots are able to allocate and schedule activities throughout the day and find the appropriate residents with whom to engage in assistive activities. Upon finding users, the robot queries each user for his or her availability and interest in various activities. The authors then use constraint programming within a multirobot task allocation and scheduling system to plan and schedule the robot team to facilitate individual and group activities, ensuring consistency with user-expressed availability and activity preferences. The authors test the components of the architecture on a physical multirobot system to verify the utility of the design. Experiments indicate the design can effectively plan and execute assistive activities for multiple users. © 2018 Elsevier B.V., All rights reserved.",
10.1109/MITS.2019.2898964,IEEE Intelligent Transportation Systems Magazine,"With the rapidly growing interest in autonomous navigation, the body of research on motion planning and collision avoidance techniques has enjoyed an accelerating rate of novel proposals and developments. However, the complexity of new techniques and their safety requirements render the bulk of current benchmarking frameworks inadequate, thus leaving the need for efficient comparison techniques unanswered. This work proposes a novel framework based on deep reinforcement learning for benchmarking the behavior of collision avoidance mechanisms under the worst-case scenario of dealing with an optimal adversarial agent, trained to drive the system into unsafe states. We describe the architecture and flow of this framework as a benchmarking solution, and demonstrate its efficacy via a practical case study of comparing the reliability of two collision avoidance mechanisms in response to adversarial attempts to cause collisions. © 2021 Elsevier B.V., All rights reserved.",
10.1109/MLSP55214.2022.9943374,"IEEE International Workshop on Machine Learning for Signal Processing, MLSP","Most available studies on distributed GAN architectures focus on implementations with a fusion center. In this work, we propose a fully decentralized scheme by employing a diffusion strategy to train a network of GANs. We interpret the training procedure as a team competition problem and use the paradigm of competing adaptive networks to solve it. We explain that the local discriminators and generators will cluster around their respective centroids. We present simulation results to illustrate that the proposed strategy allows local agents to match the performance of the centralized GAN. More importantly, we also illustrate that local GANs are able to generate different types of images from a dataset, even when they are locally trained with a subset that does not contain all image types. © 2022 Elsevier B.V., All rights reserved.",
10.1109/MM.2022.3199686,IEEE Micro,"In this article, we propose an energy-efficient architecture, which is designed to receive both images and text inputs as a step toward designing reinforcement learning agents that can understand human language and act in real-world environments. We evaluate our proposed method on three different software environments and a low power drone named Crazyflie to navigate toward specified goals and avoid obstacles successfully. To find the most efficient language-guided reinforcement learning model, we implemented the model with various configurations of image input sizes and text instruction sizes on the Crazyflie drone GAP8, which consists of eight reduced instruction set computer-V cores. The task completion success rate and onboard power consumption, latency, and memory usage of GAP8 are measured and compared with Jetson TX2 ARM central processing unit and Raspberry Pi 4. The results show that by decreasing 20% of input image size we achieve up to 78% energy improvement while achieving an 82% task completion success rate. © 2022 Elsevier B.V., All rights reserved.",
10.1109/MSN50589.2020.00021,,"Artificial intelligence (AI) is among the most influential technologies to improve daily lives and to promote further economic activities. Recently, a distributed intelligence, referred to as a global brain, has been developed to optimize mobile services and their respective delivery networks. Inspired by interconnected neuron clusters in the human nervous system, it is an architecture interconnecting various AI entities. This paper models the global brain architecture and communication among its components based on multi-agent system technology and graph theory. We target two possible scenarios for communication and propose an optimized communication algorithm. Extensive experimental evaluations using the Java Agent Development Framework (JADE), reveal the performance of the global brain based on optimized communication in terms of network complexity, network load, and the number of exchanged messages. We adapt activity recognition as a real-world problem and show the efficiency of the proposed architecture and communication mechanism based on system accuracy and energy consumption as compared to centralized learning, using a real testbed comprised of NVIDIA Jetson Nanos. Finally, we discuss emerging technologies to foster future global brain machinelearning tasks, such as voice recognition, image processing, natural language processing, and big data processing. © 2021 Elsevier B.V., All rights reserved.",
10.1109/MWC.001.2000336,IEEE Wireless Communications,"Beyond fifth generation (B5G) communication networks and computation paradigms in the edge are expected to be integrated into power grid infrastructures over the coming years. In this sense, AI technologies will play a fundamental role to efficiently manage dynamic information flows of future applications, which impacts the authorization policies applied in such a complex scenario. This article studies how digital twins can evolve their context awareness capabilities and simulation technologies to anticipate faults or to detect cyber-security issues in real time, and update access control policies accordingly. Our study analyzes the evolution of monitoring platforms and architecture decentralization, including the application of machine learning and blockchain technologies in the smart grid, toward the goal of implementing autonomous and self-learning agents in the medium and long term. We conclude this study with future challenges on applying digital twins to B5G-based smart grid deployments. © 2021 Elsevier B.V., All rights reserved.",
10.1109/MWC.007.2300144,IEEE Wireless Communications,"Sixth-generation (6G) network slicing is the backbone of future communications systems. It inaugurates the era of extreme ultra-reliable and low-latency communication (xURLLC), and pervades the digitalization of the various vertical immersive use cases. Since 6G inherently underpins artificial intelligence (AI), we propose a systematic and standalone slice termed SliceOps that is natively embedded in the 6G architecture, which gathers and manages the whole AI lifecycle through monitoring, re-training, and deploying the machine learning (ML) models as a service for the 6G slices. By leveraging machine learning operations (MLOps) in conjunction with eXplainable AI (XAI), SliceOps strives to cope with the opaqueness of black-box AI using explanation-guided reinforcement learning (XRL) to fulfill transparency, trustworthiness, and interpretability in the network slicing ecosystem. This article starts by elaborating on the architectural and algorithmic aspects of SliceOps. Then, the deployed cloud-native SliceOps working is exemplified via a latency-aware resource allocation problem. The deep RL (DRL)-based SliceOps agents within slices provide AI services aiming to allocate optimal radio resources and impede service quality degradation. Simulation results demonstrate the effectiveness of SliceOps-driven slicing. Afterward the article discusses the SliceOps challenges and limitations. Finally, the key open research directions corresponding to the proposed approach are identified. © 2024 Elsevier B.V., All rights reserved.",
10.1109/NCM.2009.115,,"Nowadays ubiquitous computing is spreading to all scopes of our lives. Smart environments are present at every location such us homes with automation and control devices, offices full of control networks to assist workers, or hotels with even more control devices in order to save energy and satisfy guests preferences. This paper focus on the proposal of a Reference Architecture for developing Smart Applications and deploy them in Smart Environments. The proposal consider three main process in the Software Architecture of these applications: a) perception, b) reasoning and c) acting. © 2009 IEEE. © 2010 Elsevier B.V., All rights reserved.",
10.1109/OJCOMS.2025.3600706,Intent-Based Infrastructure and Service Orchestration Using Agentic-AI,"This paper introduces a novel framework that integrates agentic Artificial Intelligence (AI) with Intent-Based Networks (IBN) to enable autonomous management, configuration, and optimization of mobile network services and resources. Leveraging the advanced reasoning and natural language processing capabilities of an Large Language Model (LLM), the proposed architecture translates high-level user intents into precise network actions, facilitating user-friendly and scalable network orchestration. The framework employs a distributed multi-agent system, where specialized agents collaborate to decompose user intents, provide computational infrastructure, and deploy services using industry-standard Infrastructure-as-Code (IaC) tools. By supporting natural language interactions, the system reduces operational complexity and enhances accessibility for users with varying technical expertise. Experimental evaluations demonstrate significant improvements in task completion rates, response accuracy, and operational efficiency compared to traditional manual methods, particularly for complex network management tasks. In essence, this work creates an intelligent network orchestration framework that adapts to user needs by automatically configuring network and computing resources while operating with minimal human intervention.",
10.1109/OJCS.2025.3589638,Security of Internet of Agents: Attacks and Countermeasures,"With the rise of large language and vision-language models, AI agents have evolved into autonomous, interactive systems capable of perception, reasoning, and decision-making. As they proliferate across virtual and physical domains, the Internet of Agents (IoA) has emerged as a key infrastructure for enabling scalable and secure coordination among heterogeneous agents. This survey offers a comprehensive examination of the security and privacy landscape in IoA systems. We begin by outlining the IoA architecture and its distinct vulnerabilities compared to traditional networks, focusing on four critical aspects: identity authentication threats, cross-agent trust issues, embodied security, and privacy risks. We then review existing and emerging defense mechanisms and highlight persistent challenges. Finally, we identify open research directions to advance the development of resilient and privacy-preserving IoA ecosystems.",
10.1109/OJITS.2025.3539419,An Intelligent Agent-Based Resilient Framework for Marine Vessel Mission Adaptations,"Waterborne transport is very important for moving freight and passengers globally. To make this transport more efficient, vessel design must adapt to changing missions, regulations and the occurrence of malfunctions. This paper presents the design of an intelligent decision-support framework to assist marine engineers and vessel operators in updating the system and control architecture of marine vessels before and during a mission. The connection between the system architecture and control design perspectives is enabled using a semantics-based technique. To this end, the multi-level vessel control system is described by a semantic database, a knowledge graph used to connect the components automatically, and quantitative service criteria. Considering the system architecture, the optimal modification is deduced using modularity and complexity criteria, originating from the field of network theory. On the control side, an intelligent automation supervisor is designed to make offline and online decisions regarding the energy deficit to execute a new mission and the active automation configuration during operation. For offline decisions, system architecture modifications are requested by the vessel designers to cover the energy deficit. During operation, switching between hardware and virtual sensors as well as switching between energy management controllers is implemented to handle the effects of sensor faults. The framework is successfully applied to a case study of a tugboat used to adapt to missions with different power requirements, while simulation results are used to indicate its application in supporting the decisions of vessel designers and human vessel operators.",
10.1109/OJSE.2024.3456037,A Review on Integrating Autonomy Into System of Systems: Challenges and Research Directions,"Artificial intelligence and machine learning (AI/ML) technologies convert conventional engineered systems into autonomous systems that are capable of performing tasks in their operational environment with limited to no human involvement. These technologies can reduce demands for human workload while enabling a suite of new capabilities such as autonomous vehicles and smart cities. However, a major challenge is the integration of these autonomous systems into a system of systems (SoSs), essentially resulting in a system of autonomous systems (SoASs). SoASs are fraught with new challenges that compound issues from the founding domains of SoS, AI/ML, and autonomous systems. To understand the new set of challenges for SoAS, this article conducts an extensive review of both theoretical and application-based literature published in the founding domains. The goal is to examine how individual challenges in each domain intersect and exacerbate when multiple independent systems with AI/ML are integrated into an SoAS. A particular emphasis is placed on highlighting how interactions across these domains manifest at the SoAS level. As a result, four overarching challenges for SoASs are identified that must be addressed by systems engineers to ensure a successful realization of the SoAS in the future: 1) SoAS foundation; 2) emergence, safety, and performance; 3) architecture and integration; and 4) test and evaluation. Each challenge is comprehensively examined in the three founding domains by discussing domain-specific state-of-the-art methods and tools that different engineering disciplines have proposed to address. For each challenge, we also investigated how the existing tools and methods apply to addressing the challenge for SoAS and highlighted the remaining gaps that still need to be addressed. Furthermore, this article identifies systems engineering research needs for improving SoAS foundations, analysis of autonomy impacts, and enabling SoAS architecture, integration, and evaluation methods. Conducting research studies in these fields will improve systems engineering practices for a successful and effective realization of SoAS.",
10.1109/percom.2004.1276865,,"This document describes a new architecture that exploits Semantic Web technologies for supporting pervasive context-aware systems. This architecture called Context Broker Architecture (CoBrA) differs from other architectures in using the Web Ontology Language OWL for modeling ontologies of context and for supporting context reasoning. Central to our architecture is a broker agent that maintains a shared model of context for all computing entities in the space and enforces the privacy policies defined by the users when sharing their contextual information. We describe the use of CoBrA, its associated ontologies, and its privacy protection mechanism in an intelligent meeting room prototype. © 2025 Elsevier B.V., All rights reserved.",
10.1109/RIDE.2002.995101,Proceedings of the IEEE International Workshop on Research Issues in Data Engineering,"This paper addresses the issue of developing agents capable of participating in several potentially simultaneous auctions of different kinds (English, First-Price, Vickrey), with the goal of finding the best price for an item on behalf of their users. Specifically, a multi-agent architecture is proposed, in which a manager agent cooperates with several expert agents, each specialised in a specific kind of auction. The expert agents communicate their knowledge to the manager agent in the form of probability functions, capturing the likelihood that a bid of a given price may win an auction. Given a set of such functions, the manager agent builds a bidding plan that it executes in concert with the expert agents. © 2015 Elsevier B.V., All rights reserved.",
10.1109/RO-MAN60168.2024.10731354,"IEEE International Workshop on Robot and Human Communication, RO-MAN","When collaborating with humans during a shared task, a robot must be able to estimate the shared goal and monitor the tasks completed by its partners to adapt its behavior. Our contribution is a lightweight, hierarchical task recognition system that enables the robot to estimate shared goals and monitor human tasks. This recognition system is integrated into a robotic architecture to take advantage of the semantic knowledge flow available and builds upon our previous work on action recognition. We demonstrate the mechanisms of our recognition system and how we improved it to handle missing information using a kitchen scenario. This also enables us to showcase its usability from the perspective of other agents, using Theory of Mind. © 2024 Elsevier B.V., All rights reserved.",
10.1109/ROBIO.2010.5723346,,"Biologically inspired architectures that mimic the organizational structure of living organisms and in general frameworks that will improve the design of intelligent robots attract significant attention from the research community. Self-organization problems, intrinsic behaviors as well as effective learning and skill transfer processes in the context of robotic systems have been significantly investigated by researchers. Our work presents a new framework of developmental skill learning process by introducing a hierarchical nested multi-agent architecture. A neuro-dynamic learning mechanism employing function approximators in a fuzzified state-space is utilized, leading to a collaborative control scheme among the distributed agents engaged in a continuous space, which enables the multi-agent system to learn, over a period of time, how to perform sequences of continuous actions in a cooperative manner without any prior task model. The agents comprising the system manage to gain experience over the task that they collaboratively perform by continuously exploring and exploiting their state-to-action mapping space. For the specific problem setting, the proposed theoretical framework is employed in the case of two simulated e-Puck robots performing a collaborative box-pushing task. This task involves active cooperation between the robots in order to jointly push an object on a plane to a specified goal location. We should note that 1) there are no contact points specified for the two e-Pucks and 2) the shape of the object is indifferent. The actuated wheels of the mobile robots are considered as the independent agents that have to build up cooperative skills over time, in order for the robot to demonstrate intelligent behavior. Our goal in this experimental study is to evaluate both the proposed hierarchical multi-agent architecture, as well as the methodological control framework. Such a hierarchical multi-agent approach is envisioned to be highly scalable for the control of complex biologically inspired robot locomotion systems. © 2010 IEEE. © 2011 Elsevier B.V., All rights reserved.",
10.1109/SSCI.2016.7850187,,"We present a novel architecture for the design of feedback control schemes, aiming to automate the cognitive process performed by human experts when designing control schemes for certain systems. The work starts with the identification of types of cyber-physical modules participating in a feedback control scheme. Each module is defined as a functional mapping between inputs-vectors and an output vector. The inputs and outputs are then mapped to a semantic space formed by linguistic variables that model the expert knowledge. These semantic annotations of the modules are then exploited by a Cognitive Agent with semantic reasoning capabilities, to achieve the online configuration of a feedback control scheme, given a set of specifications and a database of available modules' implementations. The adopted knowledge modelling and reasoning techniques are driven by past efforts of the World Wide Web Consortium on the semantic composition of Web services. The applicability of the method is tested via a paper-based simulation of a use-case from the smart buildings domain. © 2017 Elsevier B.V., All rights reserved.",
10.1109/TALE.2018.8615453,,"There is an abundance of intelligent tutors and expert systems across all domains. Some are driven by 'cognitive technologies' and conversational agents, which have become common in providing an accessible interface to a range of devices. They are often used to provision initial support for businesses to guide users of their websites through frequently asked questions and help material. However, there are only few examples applied to the educational context, and Massive Open Online Courses (MOOCs) in particular. This paper presents work in progress aiming to bring cognitive technologies to use in the running of MOOCs and supporting both instructors and students to answer content-related questions. The overall architecture of the system is presented, together with the modeling of the knowledge base in three different MOOCs from different disciplines. The approach is promising in offering a tool capable of providing teacher support, as well as direct student support, in dealing with the large amount of questions posted in discussion forums and in answering common questions regarding both the running of the course as well as content. © 2023 Elsevier B.V., All rights reserved.",
10.1109/TASLP.2021.3054309,IEEE/ACM Transactions on Audio Speech and Language Processing,"In task-oriented dialogue systems the dialogue state tracker component (DST) is responsible for predicting the current state of the dialogue based on the dialogue history and the user utterance. Current DST approaches rely on a predefined domain ontology, a fact that limits their effective usage for large scale conversational agents, where the DST constantly needs to be interfaced with ever-increasing services and APIs. Focused towards overcoming this drawback, we propose a domain-aware dialogue state tracker, that is completely data-driven and it is modeled to predict for dynamic service schemas, including zero-shot domains. Unlike approaches that propose separate models for prediction of intents, requested slots, slot status, categorical slots and non-categorical slots, we propose a single model in an end-to-end architecture. The proposed model utilizes domain and slot information to extract both domain and slot specific representations from a given dialogue, and then uses such representations to predict the values of the corresponding slot in a given domain. Integrating this mechanism with pretrained language models, our approach can effectively learn semantic relations and effectively perform transfer learning between domains or zero-shot tracking for domains not present in training. © 2021 Elsevier B.V., All rights reserved.",
10.1109/TASLP.2023.3302231,IEEE/ACM Transactions on Audio Speech and Language Processing,"Significant progress has been made on the Neural Response Generation (NRG) task. However, there still exist great challenges on results&#x0027; diversity. Compared to the End-to-End generation architecture, the retrieval-based models can usually provide responses with better diversity, although the relevance of results is more difficult to be guaranteed. Consequently, it is natural and reasonable to leverage the advantage of retrieval-based conversation systems to enhance NRG ones so as to generate responses with satisfying diversity and controllable relevance. This paper proposes a deep neural framework to adopt and utilize multiple retrieved responses to guide the End-to-End generation. Especially, a mechanism is designed to pick the more important retrieved results as guidance explicitly. Meanwhile, if all the retrieved results fail to provide sufficient information, the framework also can let the model regress to a regular query-based NRG automatically. According to the thorough experimental comparisons with other retrieval-guided models, our proposed model can better utilize the useful information of retrieved results to generate appropriate and diverse responses. © 2023 Elsevier B.V., All rights reserved.",
10.1109/TCCN.2025.3623369,IEEE Transactions on Cognitive Communications and Networking,"With the rapid proliferation of large language models and vision‑language models, AI agents have evolved from isolated, task‑specific systems into autonomous, interactive entities capable of perceiving, reasoning, and acting without human intervention. As these agents proliferate across virtual and physical environments, from virtual assistants to embodied robots, the need for a unified, agent‑centric infrastructure becomes paramount. In this survey, we introduce the Internet of Agents (IoA) as a foundational framework that enables seamless interconnection, dynamic discovery, and collaborative orchestration among heterogeneous agents at scale. We begin by presenting a general IoA architecture, highlighting its hierarchical organization, distinguishing features relative to the traditional Internet, and emerging applications. Next, we analyze the key operational enablers of IoA, including capability notification and discovery, adaptive communication protocols, dynamic task matching, consensus and conflict‑resolution mechanisms, and incentive models. Finally, we identify open research directions toward building resilient and trustworthy IoA ecosystems. © 2025 Elsevier B.V., All rights reserved.",
10.1109/TCDS.2023.3246107,A Multiagent Meta-Based Task Offloading Strategy for Mobile-Edge Computing,"Task offloading in mobile-edge computing (MEC) improves the efficacy of mobile devices (MDs) in terms of computing performance, data storage, and energy consumption by offloading computational tasks to edge servers. Efficient task offloading can leverage MEC technology to reduce task processing latency and energy consumption. By integrating the reasoning ability and machine intelligence of the cognitive computing architecture, such as SOAR and ACT-R, reinforcement learning (RL) algorithms have been applied to resolve the task offloading in MEC. To solve the problem that conventional deep RL (DRL) algorithms cannot adapt to dynamic environments, this article proposed a task offloading scheduling strategy which combined multiagent RL and meta-learning. In order to make the two actions of charging time and offloading strategy fully considered at the same time, we implemented a learning network of two agents on an MD. To efficiently train the policy network, we proposed a first-order approximation method based on the clipped surrogate objective. Finally, the experiments are designed with a variety of the number of subtasks, transmission rate, and edge server performance, and the results show that the MRL-based strategy has the overwhelming overall performance and can be quickly applied in various environments with good stability and generalization.",
10.1109/TCDS.2023.3266103,IEEE Transactions on Cognitive and Developmental Systems,"Artificial general intelligence revived in recent years after people achieved significant advances in machine learning and deep learning. This leads to the thinking of how real intelligence could be created. Consciousness theories believe that general intelligence is essentially conscious, yet no universal definition is agreed upon. In this work, global workspace (GW) theory is implemented and integrated with crucial cognitive components. With the focus on episodic memory and inspiration from the nature of episodic memory in psychology and neuroscience, the episodic memory component is implemented within the GW framework. In our experiment, the robotic agent operates in a real-world interactive context, forming episodic memory and demonstrating static, temporal, and context memory capabilities during interactions. Consciousness in this work engages in all formation, maintenance, and retrieval processes of episodic memory. The novelty and contributions of this work are: 1) this work is implementing episodic memory within the consciousness framework, suggesting the sustainable potential of such an integrated approach to cognitive agents with artificial general intelligence (AGI); 2) regarding the limited examples in consciousness-based cognitive architectures, this work attempts to contribute to the diversity of perspectives and approaches; 3) extant episodic memory implementations are suffering from various limitations, while this work summarises some key features for modeling episodic memory within a cognitive architecture; and 4) authors discuss the relationship between episodic memory, consciousness, and general intelligence, proposing the compatibility and relationship between machine consciousness and other AGI research. It is believed that a better alignment between them would further boost the fusion of diverse research for achieving desired cognitive machines. © 2024 Elsevier B.V., All rights reserved.",
10.1109/TCNS.2016.2617622,IEEE Transactions on Control of Network Systems,"This paper seeks to combine differential game theory with the actor-critic-identifier architecture to determine forward-in-time, approximate optimal controllers for formation tracking in multiagent systems, where the agents have uncertain heterogeneous nonlinear dynamics. A continuous control strategy is proposed, using communication feedback from extended neighbors on a communication topology that has a spanning tree. A model-based reinforcement learning technique is developed to cooperatively control a group of agents to track a trajectory in a desired formation. Simulation results are presented to demonstrate the performance of the developed technique. © 2018 Elsevier B.V., All rights reserved.",
10.1109/TCNS.2025.3570454,IEEE Transactions on Control of Network Systems,"We provide a solution to the consensus-based formation control problem of multiagent nonholonomic vehicles, under the assumption that the magnitudes of control inputs must satisfy certain preimposed bounds, to avoid saturation of the actuators. We consider that the communications are affected by time-varying delays and the vehicles lack velocity measurements. The desired control objective is that all the vehicles converge to a given desired formation and that they reach a consensus on the localization of the center of such formation and on their orientations. The control architecture exploits several features. From a control viewpoint, the systems’ dynamics are split into their angular-motion and linear-motion parts, so each of these is driven by a separate distributed dynamic output-feedback controller, passively interconnected to the plant via a virtual spring. From a network-topology viewpoint, the overall networked system contains two layers of interconnections with undirected graphs. Finally, from an analytical viewpoint, each vehicle-controller closed-loop system may be regarded as a cascade with a δ-persistently exciting interconnection, which ensures the achievement of the control goal, in spite of the nonholonomic constraints. © 2025 Elsevier B.V., All rights reserved.",
10.1109/TCSS.2022.3196737,An Agent-Based Framework for Policy Simulation: Modeling Heterogeneous Behaviors With Modified Sigmoid Function and Evolutionary Training,"This article proposes an agent-based policy simulation framework that can be applied to the cases satisfying: 1) the agents try to maximize some intertemporal preference and 2) the impacts of different factors on agents’ behavioral tendency are monotonic. By combining the simulation and optimization methods, this framework balances the flexibility and validity of agent-based models (ABMs): the sigmoid function is modified and used to model agents’ decision-making rules, and the evolutionary training method is used to calibrate agents’ behavioral parameters. Based on an example for the emission trading scheme, the application of the framework is presented and evaluated in detail.",
10.1109/TCYB.2024.3350387,Selective Trimmed Average: A Resilient Federated Learning Algorithm With Deterministic Guarantees on the Optimality Approximation,"The federated learning (FL) paradigm aims to distribute the computational burden of the training process among several computation units, usually called agents or workers, while preserving private local training datasets. This is generally achieved by resorting to a server–worker architecture where agents iteratively update local models and communicate local parameters to a server that aggregates and returns them to the agents. However, the presence of adversarial agents, which may intentionally exchange malicious parameters or may have corrupted local datasets, can jeopardize the FL process. Therefore, we propose selective trimmed average (SETA), which is a resilient algorithm to cope with the undesirable effects of a number of misbehaving agents in the global model. SETA is based on properly filtering and combining the exchanged parameters. We mathematically prove that the proposed algorithm is resilient against data and local model poisoning attacks. Most resilient methods presented so far in the literature assume that a trusted server is in hand. In contrast, our algorithm works both in server–worker and shared memory architectures, where the latter excludes the necessity of a trusted server. The theoretical findings are corroborated through numerical results on MNIST dataset and on multiclass weather dataset (MWD).",
