DOI,Document title,Abstract
10.1109/TITS.2023.3337334,Hierarchical Optimization Scheduling Algorithm for Logistics Transport Vehicles Based on Multi-Agent Reinforcement Learning,"How to effectively improve the cargo assembly and multi-vehicle stratified planning has become an urgent problem to be solved. In this paper, Multi-Agent Reinforcement Learning Hierarchical Optimal Scheduling Algorithm (MARLHOSA) is proposed to solve the hierarchical scheduling problem of logistics transport vehicles. We model the hierarchical scheduling problem of logistics transport vehicles as an infinite Markov decision process and set constraints to simulate the actual operating environment. To solve the Markov decision process corresponding to the economic scheduling problem of logistics transport vehicles, this paper uses the close-range strategy optimization algorithm, and uses multi-agent reinforcement learning algorithm based on the clipping mechanism to improve the loss function of the short-range strategy optimization algorithm. In addition, a distributed training architecture was designed for the training process of the close-range strategy optimization algorithm, so as to improve the speed of data collection and training speed and quality. According to a demand order put forward by the company, a path-loading collaborative optimization model was established. After solving the model, the number of vehicles dispatched by each vehicle type according to the optimal path-loading scheme of each vehicle type was determined. The simulation results show that the proposed improved distributed proximity strategy optimization algorithm can achieve the same economic performance as the numerical optimization method. Compared with the traditional algorithm, MARLHOSA can reduce the total vehicle mileage by 34.5% and increase the average loading rate of the carriage by 28.6%. The optimization effect is significant."
10.1109/TITS.2024.3357479,A Hierarchical Hybrid Learning Framework for Multi-Agent Trajectory Prediction,"Accurate trajectory prediction for neighboring agents is crucial for autonomous vehicles navigating complex scenes. Recent deep learning (DL) methods excel in encoding complex interactions but often generate invalid predictions due to difficulties in modeling transient and contingency interactions. This paper proposes a hierarchical hybrid framework that combines DL and reinforcement learning (RL) for multi-agent trajectory prediction, capturing multi-scale interactions that shape future motion. In the DL stage, Transformer-style graph neural network (GNN) is employed to encode heterogeneous interactions at intermediate and global scales, predicting multi-modal intentions as key future positions for agents. In the RL stage, we divide the scene into local scenes based on DL predictions. A Transformer-based Proximal Policy Optimization (PPO) model, incorporated with vehicle kinematics, generates future trajectories in the form of motion planning shaped by microscopic interactions and guided by a multi-objective reward for balanced agent-centric accuracy and scene-wise compatibility. Experimental results on the Argoverse benchmark and driver-in-loop simulations demonstrate that our framework enhances trajectory prediction feasibility and plausibility in interactive scenes."
10.1109/TITS.2024.3382680,"Design, Field Evaluation, and Traffic Analysis of a Competitive Autonomous Driving Model in a Congested Environment","Recently, numerous studies have investigated cooperative traffic systems using the communication among vehicle-to-everything (V2X). Unfortunately, when multiple autonomous vehicles are deployed while exposed to communication failure, there might be a conflict of ideal conditions between various autonomous vehicles leading to adversarial situation on the roads. In South Korea, virtual and real-world urban autonomous multi-vehicle races were held in March and November of 2021, respectively. During the competition, multiple vehicles were involved simultaneously, which required maneuvers such as overtaking low-speed vehicles, negotiating intersections, and obeying traffic laws. In this study, we introduce a fully autonomous driving software stack to deploy a competitive driving model, which enabled us to win the urban autonomous multi-vehicle races. We evaluate module-based systems such as navigation, perception, and planning in real and virtual environments. Additionally, an analysis of traffic is performed after collecting multiple vehicle position data over communication to gain additional insight into a multi-agent autonomous driving scenario. Finally, we propose a method for analyzing traffic in order to compare the spatial distribution of multiple autonomous vehicles. We study the similarity distribution between each team’s driving log data to determine the impact of competitive autonomous driving on the traffic environment. Our fully autonomous software architecture, proven successful in winning urban autonomous multi-vehicle races in South Korea, is ready for deployment on urban robot taxis. Our traffic analysis addresses multi-agent scenarios and resolves competitive conflicts among robot taxi companies, crucial for smart city integration and optimizing autonomous vehicle performance in complex urban settings."
10.1109/TIV.2024.3391007,Attention-Based Value Classification Reinforcement Learning for Collision-Free Robot Navigation,"Collision avoidance is a crucial technique to achieve safe and efficient robotic vehicle navigation in unknown environments. However, moving obstacles with unpredictability in dynamic scenarios, usually increase the difficulty and complexity in collision avoidance of robotic vehicles. To enhance the stability of collision avoidance and boost its adaptability to uncertain dynamic scenes, a new attention-based value classification actor-critic (AVCAC) architecture is proposed. It is an end-to-end robot navigation model that utilizes imperfect local observation to directly plan accurate collision-free motion commands. First, we design a value-classified rollout replaybuffer to categorize the experiences into different pools. It can prevent any overfitting or bias that may result from repeatedly sampling experiences of a certain type during policy learning. Then, we improve the conventional actor-critic network with a multi-head local attention module to extract the local observations at entity-level. This way, the collision avoidance system can focus on key environmental features to operate more efficiently and respond more swiftly to dynamic changes in the environment. Moreover, a lookahead multi-step prediction (LMP) reward setting is devised in the AVCAC-based reinforcement learning (RL) framework to facilitate more informed and forward-looking decision-making. Finally, the policy entropy (PE) and policy delay (PD) are extended to AVCAC model to enhance policy exploration and make policy more robust. Extensive experimental results reveal that our method can generate time-efficient and collision-free guide paths to dodge collisions under complex dynamic environments."
10.1109/TIV.2024.3422506,A Scalable Mean-Field MARL Framework for Multi-Objective V2X Resource Allocation,"Resource allocation in dense vehicle-to-everything (V2X) communication networks poses intricate challenges due to scalability issues, dynamic environments, and diverse quality of service requirements. Traditional optimizations like genetic algorithms struggle with computational complexity and dynamic planning. Meanwhile, pure multi-agent reinforcement learning (MARL)—a type of machine learning where multiple agents learn to optimize their decisions through interactions with each other and the environment—faces the curse of dimensionality and communication overhead, which limits the large-scale deployment of dynamic vehicular networks. This paper proposes an innovative approach to joint spectrum allocation and power control within dense V2X networks, conceptualizing it as an MARL-based multi-objective optimization problem. To mitigate computational demands, we adopt a hybrid approach combining centralized-training-with-decentralized-execution paradigm, alongside parameter-sharing techniques, within classic Mean-Field MARL (MF-MARL) framework, and name it Scalable-V2X-MF-MARL (ScalV-MF-MARL), enabling a lightweight training process in dense V2X networks with numerous V2V agents. It also technically encodes observations and mean field of actions, thereby enhancing the model's dynamism and scalability. This advancement permits the application of a single model across varying vehicle densities. Experimental results demonstrate that ScalV-MF-MARL achieves 99.5% of the performance of density-specific MF-MARL models, while reducing GPU memory usage by 79.49% to 94.03% during training as vehicle number increases from 40 to 160. Additionally, it outstrips conventional algorithms. Its generalization capabilities across diverse V2X network densities facilitate training in less dense scenarios, with seamless application to denser networks. In conclusion, ScalV-MF-MARL streamlines the V2X network deployment and effectively handles dynamic changes in vehicle numbers."
10.1109/TIV.2024.3488793,KoMA: Knowledge-Driven Multi-Agent Framework for Autonomous Driving With Large Language Models,"Large language models (LLMs) as autonomous agents offer a novel avenue for tackling real-world challenges through a knowledge-driven manner. These LLM-enhanced methodologies excel in generalization and interpretability. However, the complexity of driving tasks often necessitates the collaboration of multiple, heterogeneous agents, underscoring the need for such LLM-driven agents to engage in cooperative knowledge sharing and cognitive synergy. Despite the promise of LLMs, current applications predominantly center around single-agent scenarios. To broaden the horizons of knowledge-driven strategies and bolster the generalization capabilities of autonomous agents, we propose the KoMA framework consisting of multi-agent interaction, multi-step planning, shared-memory, and ranking-based reflection modules to enhance multi-agents' decision-making in complex driving scenarios. Based on the framework's generated text descriptions of driving scenarios, the multi-agent interaction module enables LLM agents to analyze and infer the intentions of surrounding vehicles based on scene information, akin to human cognition. The multi-step planning module enables LLM agents to analyze and obtain final action decisions layer by layer to ensure consistent goals for short-term action decisions. The shared memory module can accumulate collective experience to make superior decisions, and the ranking-based reflection module can evaluate and improve agent behavior with the aim of enhancing driving safety and efficiency. The KoMA framework not only enhances the robustness and adaptability of autonomous driving agents but also significantly elevates their generalization capabilities across diverse scenarios. Empirical results demonstrate the superiority of our approach over traditional methods, particularly in its ability to handle complex, unpredictable driving environments without extensive retraining."
10.1109/TLA.2025.11150630,Hybrid Adaptive Greedy Algorithm Addressing the Multi-Robot Path Planning Problem,"In the past few years, path planning and scheduling became a high-impact research topic due to their real-world applications such as transportation, manufacturing and robotics. This paper focuses on the Multi-robot Path Planning (MPP) problem, which consists of planning the route for a set of robots in a given static environment. The main goal is to navigate the robots from a starting point to a destination point without colliding with other robots or static obstacles. We propose a hybrid method -- H* -- that combines adaptive route planning based on A* and local search algorithm to optimize routes in the context of the MPP problem. The A* algorithm finds the optimal solution for the route search problem and a heuristic approach is applied to scale up to the multi-agent scenario.The overall length of determined paths and the number of robot collisions is minimized during the evaluations specific small-scale environments.Computational experiments are conducted for multi-robot scenarios and the performance of H* is compared to several path-searching algorithms including A* variations extended for the multi-agent scenario and coevolutionary algorithms.Experimental results demonstrate that H* outperforms the A* based heuristic approaches in terms of path length. H* shows similar performance as the coevolutionary method and performs better on smaller-scale maps."
10.1109/TMC.2025.3569695,QoE-Oriented Cooperative VR Rendering and Dynamic Resource Leasing in Metaverse,"The rise of the Metaverse has ushered in a new era of social networking, offering users deeply engaging spaces to connect and participate in social activities. However, rendering these virtual environments is resource-intensive. With many users accessing simultaneously and requiring diverse Metaverse services, optimizing Metaverse resources to deliver the best quality-of-experience (QoE) for users is a significant challenge. In this paper, we propose a cooperative virtual reality (VR) rendering and dynamic resource leasing mechanism to address this issue. Specifically, we first introduce a cooperative VR scene pre-rendering framework between users and Planets (i.e., edge servers hosting users), and establish a new user QoE metric named EdgeVRQoE which considers both rendering delay and visual quality. We formulate the multidimensional rendering resources (e.g., GPU, CPU, and outbound bandwidth) leasing problem between Planets and users as a double-layer decision problem, and devise a hybrid action multi-agent reinforcement learning-based dynamic resource auction mechanism to efficiently allocate limited resources of Planets in a distributed and adaptive manner. Extensive simulations demonstrate that our proposed scheme outperforms the representatives in user QoE and resource utilization efficiency. Particularly, the proposed scheme shows at least an 18-fold improvement in QoE over other schemes, demonstrating its capability in providing immersive Metaverse experiences."
10.1109/TMECH.2021.3087729,Fault-Tolerant and Adaptive Visual Servoing for Capturing Moving Objects,"This article focuses on an adaptive and fault-tolerant vision-guided robotic system that enables to choose the most appropriate control action if partial or complete failure of the vision system in the short term occurs. Moreover, the autonomous robotic system takes physical and operational constraints into account to perform the demands of a specific visual servoing task in a way to minimize a cost function. A hierarchical control architecture is developed based on interwoven integration of a variant of the iterative closest point image registration, a constrained noise-adaptive Kalman filter, a fault detection logic and recovery system, together with a constrained optimal path planner. The dynamic estimator estimates unknown states and uncertain parameters required for motion prediction while imposing a set of inequality constraints for consistency of the estimation process and adjusting adaptively the Kalman filter parameters in the face of unexpected vision errors. It is followed by the implementation of a fault recovery strategy based on a fault detection logic that monitors the health of the visual feedback using the metric fit error of the image registration. Subsequently, the estimated/predicted pose and parameters are passed to an optimal path planner in order to bring the robot end-effector to the grasping point of a moving target as quickly as possible subject to multiple constraints, such as acceleration limit, smooth capture, and line-of-sight angle of the target. Experimental results demonstrated such a visual servoing system succeeded to capture a free-floating object despite the complete failure of the vision system due to occlusion in the last 10 s prior to approach and capture operation."
10.1109/TMECH.2022.3147767,"Design, Assessment, and Trajectory Control of a Novel Decoupled Robotic Nanomanipulator","To avoid the problems of low bandwidth or complex structure brought by conventional serial and parallel mechanisms, a novel decoupled robotic nanomanipulator (DRNM) with a hybrid configuration is conceived in this article to enable fast nanoscale manipulation. The proposed DRNM employs a new hybrid compliant structure to actuate the terminal platform and decouple the x- and y-axial motions. The unique hybrid mechanism is devised using two H-shaped parallelogram flexures that are assembled in a serial manner and actuated in a parallel manner, bringing in the merits of a flexible terminal platform, compact structure, good decoupling, and wide bandwidth in working directions. To enhance the dynamic positioning performance of the proposed DRNM, a run-to-run-position-forward-based integral controller that can handle the hysteresis nonlinearity of the piezoelectric actuator with adaptive zero-point parameter is further designed. The DRNM prototype is tested having an in-plane resonant frequency of 2005 Hz and a cross coupling of 0.88%. While tracking a circular trajectory with a diameter of 3 µm at a frequency of 20 Hz, the DRNM exhibits a maximum filtered tracking error of 4.3 nm."
10.1109/TMECH.2022.3155614,Robotic Navigation Based on Experiences and Predictive Map Inspired by Spatial Cognition,"Humans and animals have environmental cognition and navigation abilities. These abilities are closely related to the spatial cognitive mechanism of brain. Based on this mechanism, we propose a novel robotic navigation framework based on experiences and predictive map inspired by spatial cognition to accurately construct environment experience and quickly plan path. The grid cell and the place cell are modeled to rapidly integrate self-motion cues. The multidimensional grid coding and one-shot learning rule are utilized for activating the place representation of robot pose. Visual cues provide information for relocation. These information are integrated through experiences which express the topology of the environment, enabling the robot to accurately achieve spatial cognition of complex environment. In order to realize the sequential decision making of hippocampus, the predictive map is introduced to quickly plan the experience sequence to target in dynamic environment. The successor representation model of robot's state is constructed through reinforcement learning. Combined with the goal-based reward function, the shortest path can be replanned to adapt to environment changes. The proposed method is tested in simulated maze, Kitti dataset and corridor environment. Compared with other bionic navigation methods, it has a faster computing speed and higher precision with bionic characteristics. Compared with visual navigation methods, the navigation tasks can robustly be accomplished without complex system design."
10.1109/TMECH.2022.3160605,Trajectory Generation for Multiprocess Robotic Tasks Based on Nested Dual-Memory Deep Deterministic Policy Gradient,"Though there are extensive works on deep reinforcement learning (DRL) for robotics, sequential trajectory generation for multiprocess robotic tasks based on DRL is yet to be explored. In this article, the multiprocess task is formulated as a Markov decision process, and a nested dual-memory deep deterministic policy gradient algorithm with dynamic criteria is proposed, to generalize the traditional trajectory planning with predefined target point into a trajectory exploration problem aiming at a target area without solving inverse kinematics. First, a dual-memory architecture with local-to-global strategy is introduced to enhance the performance. Second, a novel nested architecture is proposed to generate sequential trajectory segments successively and asynchronously for the multiprocess task. Third, a compound reward system is designed and a weight coefficient matrix is adopted to balance the position control and the orientation control based on Tait–Bryan angles. In addition, a virtual twin system is established to promote the training efficiency, where the trajectory generated in simulation can be directly applied to the real physical platform. Finally, experimental results on both simulated and real-world applications have verified the performance of the proposed approach."
10.1109/TMECH.2022.3165845,Path Planning for Robotic Manipulator in Complex Multi-Obstacle Environment Based on Improved_RRT,"To plan a successful and practically executable path for a manipulator in a complex obstacle environment, the Improved_RRT method is proposed. In this article, we develop the collision detection model between the manipulator and obstacle based on the cylinder and sphere bounding box, and the shortest distance between the link and obstacle at each moment is obtained. Afterward, hybrid constrained sampling is used instead of original random sampling. The distribution of nodes obtained by sampling is close to the passages between obstacles. During the sampling process, the forward search process is accelerated. In the expansion, we propose a novel approach of RRT_Connect in collaboration with the artificial potential field method. Meanwhile, the adaptive gravitational field, dynamic step size, and new node constraint strategy are adopted. In the process of expansion, the algorithm uses the information of the environment and nodes to expand to the target area in a short time, which reduces the excessive exploration and collision area expansion. Considering the low success rate of algorithm planning in complex, multiobstacle and dynamic environments, local minimum processing and a dynamic path planning method are proposed, which generate double trees in the Cartesian and configuration spaces, respectively, for local path replanning. The improved algorithm is more robust to the singular problems of the manipulator, and the path is smoother after pruning optimization. Simulation results show that, compared with other algorithms, the proposed method can effectively plan a safe and optimal obstacle avoidance path with the best comprehensive performance. Experiments on the actual robotic manipulator platform further prove the efficiency of our method."
10.1109/TMECH.2022.3175484,Learning to Cooperate: A Hierarchical Cooperative Dual Robot Arm Approach for Underactuated Pick-and-Placing,"Cooperative multiagent manipulation systems allow to extend on the manipulative limitations of individual agents, increasing the complexity of the manipulation tasks the ensemble can handle. Controlling such a system requires meticulous planning of subsequent subtasks, queried to the individual agents, in order to execute the master task successfully. Real-time (re)planning is essential to ensure the task can still be achieved when subtasks execution suffers from uncertainty or when the master task changes intermittently requiring real-time reconfiguration of the plan. In this article, we develop a supervisory control architecture tailored to the cooperation of two robotic manipulators equipped with standard pick-and-place facilities in the plane. We control the planar position and orientation of an object using two underactuated manipulators so that only the position of the object can be controlled directly. The desired orientation follows from the accumulation of alternating relative angles. A time-invariant policy function is trained using deep reinforcement learning, which can determine a finite sequence of pick-and-place maneuvers to manipulate the object to a desired configuration. Two policy architectures are compared. The first uses the kinematic model to determine the final step, whilst the second policy makes this decision itself. The more information is given to the policy, the easier it trains. In return, it becomes less adaptable and loses some of its generalizability."
10.1109/TMECH.2022.3195985,A Soft-Rigid Hybrid Gripper With Lateral Compliance and Dexterous In-Hand Manipulation,"Soft grippers are receiving growing attention due to their compliance-based interactive safety and dexterity. Hybrid gripper with soft actuators enhanced by rigid constraints is receiving growing attention in soft gripper design. With rigid structural components actuated by soft actuators, they could achieve excellent grasping adaptability and payload while also being easy to model and control with conventional kinematics. However, existing works were mostly focused on achieving superior payload and perception with simple planar workspaces, resulting in far less dexterity compared with conventional grippers. In this work, we took inspiration from the human metacarpophalangeal (MCP) joint and proposed a new hybrid gripper design with eight independent muscles. It was shown that adding the MCP complexity was critical in enabling a range of novel features in the hybrid gripper, including in-hand manipulation, lateral passive compliance, as well as new control modes. A prototype gripper was fabricated and tested on our proprietary dual-arm robot platform with vision-guided grasping. With very lightweight pneumatic bellows soft actuators, the gripper could grasp objects over 20 times its weight with lateral compliance. Using the dual-arm platform, highly anthropomorphic dexterous manipulations were demonstrated using two hybrid grippers, from tug of war on a rigid rod to passing a soft towel between two grippers using in-hand manipulation. Matching the novel features and performance specifications of the proposed hybrid gripper, the underlying modeling, actuation, control, and experimental validation details were also presented, offering a promising approach to achieving enhanced dexterity, strength, and compliance in robotic grippers."
10.1109/TMECH.2022.3223990,Action Planning for Packing Long Linear Elastic Objects Into Compact Boxes With Bimanual Robotic Manipulation,"In this article, we propose a new action planning approach to automatically pack long linear elastic objects into common-size boxes with a bimanual robotic system. For that, we developed a hybrid geometric model to handle large-scale occlusions combining an online vision-based method and an offline reference template. Then, a reference point generator is introduced to automatically plan the reference poses for the predesigned action primitives. Finally, an action planner integrates these components enabling the execution of high-level behaviors and the accomplishment of packing manipulation tasks. To validate the proposed approach, we conducted a detailed experimental study with multiple types and lengths of objects and packing boxes."
10.1109/TMECH.2023.3275854,A Motion Planning Method for Visual Servoing Using Deep Reinforcement Learning in Autonomous Robotic Assembly,"Assembly positioning by visual servoing (VS) is a basis for autonomous robotic assembly. In practice, VS control suffers potential stability and convergence problems due to image and physical constraints, e.g., field of view constraints, image local minima, obstacle collisions, and occlusion. Therefore, this article proposes a novel deep reinforcement learning-based hybrid visual servoing (DRL-HVS) controller for motion planning of VS tasks. DRL-HVS controller takes current observed image features and camera pose as inputs, and the core parameters of hybrid VS are dynamically optimized using a deep deterministic policy gradient (DDPG) algorithm to obtain an optimal motion scheme, considering image/physical constraints and robot motion performance. In addition, an adaptive exploration strategy is proposed to further improve the training efficiency by adaptively tuning the exploration noise parameters. In this way, the offline pretrained DRL-HVS controller in the virtual environment, where the DDPG actor–critic network is continuously optimized, can be quickly deployed to a real robot system for real-time control. Experiments based on an eye-in-hand VS system are conducted with a calibrated HIKVISION RGB camera mounted on the end-effector of a GSK-RB03A1 six degree-of-freedom (6-DoF) robot. Basic VS task experiments show that the proposed controller achieves better performance than the existing methods: the servoing time is 24% smaller than that of the five-dimensional VS method, a 100% success rate with the perturbed ranges of the initial position within 25 mm for translation and 20° for rotation, and a 48% efficiency improvement. Moreover, a planetary gear component assembly process case study, where the robot aims to automatically put the gears on the gear shafts, is conducted to demonstrate the applicability of the proposed method in practice."
10.1109/TMECH.2024.3409938,The Real-Time Local Surface Model Construction Method of Unknown-Model Workpieces for Robotic Polishing,"Polishing is a critical surface processing technology that has a significant impact on the surface quality and service life of workpieces. Although robots are capable of performing automated operations in structured scenarios, robotic polishing systems for workpieces without a surface model still heavily depend on manual operation due to the inability to plan the polishing pose on the workpiece surface, resulting in high cost, low efficiency, and uncontrollable quality. This article presents a hybrid contact/noncontact measurement method for obtaining a local surface model consisting of three parts: first, a method is proposed for modeling a local workpiece surface based on a binary quadratic equation; then, the design and calibration of a hybrid measurement device is proposed for simultaneously obtaining four discrete points on the surface used to construct its model; and finally, a method is proposed for verifying the accuracy of the constructed local surface model by obtaining and tracking the normal direction of the surface. The proposed method is validated through simulation analysis and actual evaluation in various types of experimental scenarios. The results demonstrate that the proposed method can effectively obtain the unknown model workpiece surface model and realize the requirement of a robotic polishing process along the normal direction of surface."
10.1109/TMECH.2024.3452509,A Survey of Optimization-Based Task and Motion Planning: From Classical to Learning Approaches,"Task and motion planning (TAMP) integrates high-level task planning and low-level motion planning to equip robots with the autonomy to effectively reason over long-horizon, dynamic tasks. Optimization-based TAMP focuses on hybrid optimization approaches that define goal conditions via objective functions and are capable of handling open-ended goals, robotic dynamics, and physical interaction between the robot and the environment. Therefore, optimization-based TAMP is particularly suited to solve highly complex, contact-rich locomotion and manipulation problems. This survey provides a comprehensive review on optimization-based TAMP, covering first, planning domain representations, including action description languages and temporal logic, second, individual solution strategies for components of TAMP, including AI planning and trajectory optimization (TO), and finally, the dynamic interplay between logic-based task planning and model-based TO. A particular focus of this survey is to highlight the algorithm structures to efficiently solve TAMP, especially hierarchical and distributed approaches. In addition, the survey emphasizes the synergy between the classical methods and contemporary learning-based innovations, such as large language models. Furthermore, the future research directions for TAMP is discussed in this survey, highlighting both algorithmic and application-specific challenges."
10.1109/TMECH.2024.3485629,Navigation System and Human-Robot Collaborative Control Approach for A Series-Parallel Hybrid Pelvic Fracture Reduction Surgical Robot,"Trauma orthopedic robotic systems play a crucial role in assisting surgeons with precise control and minimally invasive procedures. Nevertheless, key technologies such as output force, navigation, and operational performance in robot-assisted pelvic fracture reduction surgery require further development. This article introduces an improved serial-parallel hybrid robot system designed to manage the high forces involved in surgery. The system integrates surgeon remote control with autonomous robot control, improving surgical flexibility and precision. Additionally, a navigation system employing dual-view 2D-3D registration algorithms and optical tracking technology enables real-time observation of fragments for accurate reduction operations. Experimental results show that the navigation system established based on dual-view 2D-3D registration algorithms achieves an accuracy of 1.83 ± 0.03 mm, providing real-time feedback on fragment's positions. In in vitro pelvic fracture reduction experiments, the system exhibits an average reduction error of 2.27 ± 0.31 mm and 0.58 ± 0.17°, categorizing it as excellent. Meanwhile, the closed-loop control approach established can accurately track the planned path. Guided by skilled surgeons and autonomy, the proposed system significantly enhances flexibility and precision in pelvic fracture surgery, addressing both clinical and technical challenges."
10.1109/TMECH.2025.3532211,A Two-Degree-of-Freedom Ankle Exoskeleton With Control of Plantarflexion and Inversion–Eversion,"Balancing during motion involves humans using inversion–eversion control, a task that robotic exoskeletons can help with. In this study, we developed a two-degree-of-freedom robotic ankle exoskeleton that provides active assistance in both inversion–eversion and plantarflexion using a hybrid material design. This exoskeleton is lightweight, weighing 1.2 kg fully assembled, and offers a rapid step response, demonstrated by rise times of 69 ms $\pm$ 8.4e $-$4 for plantarflexion, and 95 ms $\pm$ 5.4e$-$2 for inversion–eversion. The device presents a gain-limited torque control bandwidth of 16 Hz for plantarflexion and 12 Hz for inversion–eversion. It can generate peak torques of 70 N$\cdot$ m for plantarflexion and $\pm$ 14 N $\cdot$ m for inversion–eversion. In trials where two healthy individuals walked using the device, tracking errors were found to be on average 1.5 $\pm$ 1.4 N $\cdot$ m for plantarflexion and 1.0 $\pm$ 0.7 N $\cdot$ m for inversion–eversion. A single subject was also used as a case study to determine the potential effect of inversion assistance on frontal plane balance. The subject was able to decrease the step-width variability during walking by 58.3% when compared to the no exoskeleton condition. These results indicate that this device could serve as an effective tool for developing and testing balance-centric methodologies in controlled human subject studies."
10.1109/TMRB.2020.3030317,Hybrid Force Tracking Impedance Control-Based Autonomous Robotic System for Tooth Brushing Assistance of Disabled People,"Due to the increase of the world ageing population and several forms of disabilities, assistive robots have received a lot of attention lately. Although, different assistive robotic systems have been developed to perform essential tasks around the head, these existing robotic systems are either manually controlled, shared controlled or interactive ones. Although, fully autonomous robotic systems can have the potential of eliminating several limitations of the existing systems, such systems are limited in design due to critical issues of increased complexities and the associated risks. In this article, a hybrid impedance controller-based autonomous assistive robotic system for tooth brushing assistance is developed. A fixed base manipulator with an attached automatic tooth brush and Kinect RGB-D sensor are proposed as a platform to achieve the brushing task. An online face detection, mouth detection, head pose estimation and trajectory planning for the brushing task are achieved. Additionally, online re-planning the trajectories in case of patients’ head pose changes is taken into account. The controller performance is evaluated regarding tracking the generated brushing trajectories and the desired force trajectory by co-simulating the manipulator’s dynamics in ADAMS and SIMULINK. The results demonstrate the capability of the proposed robotic system to achieve tooth brushing autonomously."
10.1109/TMRB.2020.3033137,Tri-Manipulation: An Evaluation of Human Performance in 3-Handed Teleoperation,"With a third hand a human subject could be able to perform tasks that they would otherwise be incapable of. Foot-controlled interfaces have proven suitable for controlling robot arms, however, when it is best to use such devices and what limitations they place when controlling a supernumerary robotic limb (SL) in combination with the natural limbs (NLs) is unknown. Here, we report an investigation of three-handed manipulation with a foot interface. We analysed i) what effect the addition of a SL has on the performance of the NLs; and ii) how mechanical and/or cognitive coupling alters user performance. When the subjects moved the three limbs without coupling, only the motion’s completion time was observed to be significantly affected. In contrast with coupling, the incorporation of the foot controlled hand was found to affect the success rate, and planning of the motion, however it did not affect motion characteristics such as smoothness."
10.1109/TMRB.2023.3291015,"Design, Control, and Evaluation of a Robotic Ankle-Foot Prosthesis Emulator","People with transtibial limb loss experience reduced mobility. Intelligent ankle-foot prostheses have the potential to improve quality of life in people with limb loss, but there are scientific, clinical, and commercial barriers that prevent widespread impact. Further research tools and experiments are needed to expand our understanding of how to design and control intelligent prosthetic limbs. We designed and built a robotic ankle-foot prosthesis with off-board actuation and control to serve as a platform for biomechanical lower limb loss research. Our prosthesis fits inside of a shoe during walking and attaches to standard clinical prosthesis componentry, including carbon fiber prosthetic footplates and pyramid adapters. Our novel mechanical architecture implements a custom torsion spring in parallel with the ankle joint to allow for dorsiflexion and plantarflexion torque control with a single off-board actuator. Benchtop tests show that our prosthesis has peak plantarflexion torques greater than 175 Nm and a torque control bandwidth of 6.1 Hz. Walking experiments with two participants with lower limb loss indicate that the prosthesis can achieve low torque tracking errors and push-off power greater than the biological ankle during walking. This device will enable future experiments on amputee gait biomechanics, human-robot interaction, and prosthesis control."
10.1109/TMRB.2024.3407370,A Series-Parallel Hybrid Pelvic Fracture Reduction Surgical Robotic System Based on Novel 6-DOF Force Amplification Mechanism,"Robot-assisted closed reduction surgery is recognized as the optimal approach for pelvic fractures. However, existing surgical robotic systems often lack the necessary output force to overcome soft tissue tension. To address this limitation, we propose a novel surgical robotic system to deliver high output force with required workspace. Our approach includes the design of a 6-DOF parallel mechanism that utilizes the lever principle for force amplification. The distribution laws of its effective workspace and force amplification gain coefficient are investigated. Additionally, a series-parallel hybrid surgical robot system is developed, which demonstrates the amplification effect on the output force through the force amplification mechanism. To ensure smooth operation of the system, a comprehensive surgical operation framework isdevised that encompasses target pose planning, reduction path planning, real-time intraoperative navigation and control. Modeling experiments show promising results, with an average reduction accuracy of 0.31 mm and 0.24° under no load, and 1.03 mm and 0.34° under loads ranging from 0N to 475N. These findings highlight the effectiveness of our proposed force amplification mechanism in achieving substantial output force amplification while alleviating the surgeon’s burden. Moreover, our robotic system demonstrates the capability to achieve precise pelvic fracture reduction, significantly enhancing surgical outcomes."
10.1109/TMRB.2024.3464123,Self-Steering Catheters for Neuroendovascular Interventions,"The size limitations and tortuosity of the neurovasculature currently exceed the capabilities of existing robotic systems. Furthermore, safety considerations require a fail-safe design whereby some passive compliance is used for an added layer of safety and for sensing the lateral load on the steerable portion of the catheter. To address these needs, we propose a novel multi-articulated robotic catheter technology that aims to increase technical precision, reduce procedural time and radiation exposure, and enable the semi-automation of catheters during neuroendovascular procedures. This catheter uses joint-level sensing and fluoroscopic imaging to actively bend in two separate planes. Its design also uses series-elastic actuation for increased safety and active compliance (self-steering). We present the design, kinematic modeling, and calibration of this system. A multi-mode real-time control architecture of the system was implemented and experimentally validated. We demonstrate the use of the robotic catheter for branch selection, insertion in an unknown channel under active compliance, and autonomous deployment within a 2D vasculature model. Furthermore, we developed algorithms for intra-operative catheter tracking and pose filtering. Methods presented in this paper make significant strides towards the future goal of enabling semi-autonomous navigation for neuroendovascular procedures."
