"Document Title","DOI","Link","Abstract"
"Adapting to the 'Open World': The Utility of Hybrid Hierarchical Reinforcement Learning and Symbolic Planning","10.1109/ICRA57147.2024.10611594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202438527&doi=10.1109%2FICRA57147.2024.10611594&partnerID=40&md5=adf86ebffca4e6dde4c642cb76e46831","Open-world robotic tasks such as autonomous driving pose significant challenges to robot control due to unknown and unpredictable events that disrupt task performance. Neural network-based reinforcement learning (RL) techniques (like DQN, PPO, SAC, etc.) struggle to adapt in large domains and suffer from catastrophic forgetting. Hybrid planning and RL approaches have shown some promise in handling environmental changes but lack efficiency in accommodation speed. To address this limitation, we propose an enhanced hybrid system with a nested hierarchical action abstraction that can utilize previously acquired skills to effectively tackle unexpected novelties. We show that it can adapt faster and generalize better compared to state-of-the-art RL and hybrid approaches, significantly improving robustness when multiple environmental changes occur at the same time. © 2024 IEEE."
"Hybrid Personal Medical Digital Assistant Agents","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200151936&partnerID=40&md5=6ba8f91af0e2c01ec0e77a0e161bfaa0","Autonomous intelligent systems are beginning to impact clinical practice as personal medical assistant agents, by leveraging experts’ knowledge when needed and exploiting the vast amount of patient data available to clinicians. However, these approaches are seldom integrated. In this paper, we propose an integrated hybrid agent architecture that combines symbolic reasoning with sub-symbolic, data-driven models. Using the PIMA dataset, we demonstrate that this hybrid approach enhances the performance of both approaches when used alone. Specifically, we show that integrating a logical agent, which uses predefined expert knowledge plans, with rules obtained by symbolic knowledge extraction from machine learning models trained on historical data, improves system reliability and clinical decision-making, while reducing misclassified instances. © 2022 Copyright for this paper by its authors."
"Modular, Hierarchical Machine Learning for Sequential Goal Completion","10.1117/12.3013861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196479155&doi=10.1117%2F12.3013861&partnerID=40&md5=a42fc91c3a33257d09f67f345c58ae70","Given a maze populated with different objects, one may task a robot with a sequential goal completion task, e.g. 1) pick up a key then 2) unlock the door then 3) unlock the treasure chest. A typical machine learning (ML) solution would involve a monolithically trained artificial neural network (ANN). However, if the sequence of goals or the goals themselves change, then the ANN must be significantly (or, at worst, completely) retrained. Instead of a monolithic ANN, a modular ML component would be 1) independently optimizable (task-agnostic) and 2) arbitrarily reconfigurable with other ML modules. This work describes a modular, hierarchical ML framework by integrating two emerging ML techniques: 1) cognitive map learners (CML) and 2) hyperdimensional computing (HDC). A CML is a collection of three single layer ANNs (matrices) collaboratively trained to learn the topology of an abstract graph. Here, two CMLs were constructed, one describing locations on in 2D physical space and the other the relative distribution of objects found in this space. Each CML node states was encoded as a high-dimensional vector to utilize HDC, an ML algebra, for symbolic reasoning over these high-dimensional “symbol” vectors. In this way, each sub-goal above was described by algebraic equations of CML node states. Multiple, independently trained CMLs were subsequently assembled together to navigate a maze to solve a sequential goal task. Critically, changes to these goals required only localized changes in the CML-HDC architecture, as opposed to a global ANN retraining scheme. This framework therefore enabled a more traditional engineering approach to ML, akin to digital logic design. © 2024 SPIE."
"Fast and Slow Goal Recognition","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196390258&partnerID=40&md5=fbc2e0aeedb3dd8d763fef0c5c8d92aa","Goal recognition is a crucial aspect of understanding the intentions and objectives of agents by observing some of their actions. The most prominent approaches to goal recognition can be divided into two main categories: (1) trustworthy systems, which exploit automated reasoning for computing plans compatible with the observed actions, and (2) swifter systems, which try to quickly infer goals, often overlooking complex cognitive processes, and have no formal guarantees of their results. This paper introduces a novel approach inspired by the dual process theory, which integrates these two techniques. A dual-process model is proposed, leveraging fast, experience-based recognition for immediate goal identification, and slow, deliberate analysis for deeper understanding. Machine learning techniques and classical planning techniques are employed to obtain this dual-process system. Experimental evaluations demonstrate the effectiveness of the approach, reducing the amount of resources required to compute a solution (e.g., time to find a goal), while at the same time enhancing accuracy and robustness, especially in more complex scenarios. © 2024 International Foundation for Autonomous Agents and Multiagent Systems."
"Towards building Autonomous AI Agents and Robots for Open World Environments","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196357353&partnerID=40&md5=2ef236cae10407b09e57a4713a2326fb","The shift of AI agents from controlled laboratory environments to real-world applications, such as autonomous vehicles and service robots, demands robust algorithms for navigating the intricacies of open-world scenarios. While traditional AI agents show proficiency in predictable, closed-world settings, their performance often diminishes in the dynamic and unforeseen conditions of real-world environments. My dissertation focuses on developing methods, frameworks, and domains that push the boundaries of open-world problem-solving in AI agents and robots. The central thesis question explores how AI agents can rapidly learn and adapt in open-world settings while tackling long-horizon, complex tasks. My work proposes integrative frameworks that combine reinforcement learning with symbolic planning, enabling on-the-fly adaptation of agents. Furthermore, we also propose environments designed for developing and assessing agent architectures adept at handling novelty. These advancements in open-world learning are pivotal in enhancing adaptability, speed, and robustness in AI agents and robots, laying a critical foundation for the development of resilient autonomous systems. © 2024 International Foundation for Autonomous Agents and Multiagent Systems."
"A framework for neurosymbolic robot action planning using large language models","10.3389/fnbot.2024.1342786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196261608&doi=10.3389%2Ffnbot.2024.1342786&partnerID=40&md5=019f2ec4689b99bba60fce60663d98fe","Symbolic task planning is a widely used approach to enforce robot autonomy due to its ease of understanding and deployment in engineered robot architectures. However, techniques for symbolic task planning are difficult to scale in real-world, highly dynamic, human-robot collaboration scenarios because of the poor performance in planning domains where action effects may not be immediate, or when frequent re-planning is needed due to changed circumstances in the robot workspace. The validity of plans in the long term, plan length, and planning time could hinder the robot's efficiency and negatively affect the overall human-robot interaction's fluency. We present a framework, which we refer to as Teriyaki, specifically aimed at bridging the gap between symbolic task planning and machine learning approaches. The rationale is training Large Language Models (LLMs), namely GPT-3, into a neurosymbolic task planner compatible with the Planning Domain Definition Language (PDDL), and then leveraging its generative capabilities to overcome a number of limitations inherent to symbolic task planners. Potential benefits include (i) a better scalability in so far as the planning domain complexity increases, since LLMs' response time linearly scales with the combined length of the input and the output, instead of super-linearly as in the case of symbolic task planners, and (ii) the ability to synthesize a plan action-by-action instead of end-to-end, and to make each action available for execution as soon as it is generated instead of waiting for the whole plan to be available, which in turn enables concurrent planning and execution. In the past year, significant efforts have been devoted by the research community to evaluate the overall cognitive capabilities of LLMs, with alternate successes. Instead, with Teriyaki we aim to providing an overall planning performance comparable to traditional planners in specific planning domains, while leveraging LLMs capabilities in other metrics, specifically those related to their short- and mid-term generative capabilities, which are used to build a look-ahead predictive planning model. Preliminary results in selected domains show that our method can: (i) solve 95.5% of problems in a test data set of 1,000 samples; (ii) produce plans up to 13.5% shorter than a traditional symbolic planner; (iii) reduce average overall waiting times for a plan availability by up to 61.4%. © © 2024 Capitanelli and Mastrogiovanni."
"Semantic Knowledge-Based Mission Planning Method According to Robot Characteristics in Outdoor Environment","10.1007/978-3-031-44851-5_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192482423&doi=10.1007%2F978-3-031-44851-5_28&partnerID=40&md5=ae033b0e5ff77489ed9829beed6a8932","In the field of robots, many studies have been proposed to introduce advanced cognitive science into robot systems based on existing numerical information. These research directions allow robots to utilize their knowledge to simplify, understand, and efficiently plan their tasks. In this paper, we propose a semantic knowledge-based robot mission planning method in an irregular three-dimensional environment. We introduce an advanced robot mission planning method that defines the knowledge of robots and driving places based on ontology and utilizes the defined semantic knowledge. To this end, we define a robot domain based on Planning Domain Definition Language (PDDL) and solve it through a classical planner to plan the mission. Finally, we validate the suitability of the proposed method by conducting experiments with real-world robots within the campus environment and comparing them with general PDDL-based methods. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024."
"Real-world Application Facilitating Trustworthy Human-Robot Collaboration with Innovative Explainable Neuro-symbolic Reasoning","10.1109/ICDMW65004.2024.00053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001253961&doi=10.1109%2FICDMW65004.2024.00053&partnerID=40&md5=3f9e7b44736c90908bcdea9cf95f688d","With advancements in computer vision, robotics, and machine learning, human-robot collaboration is becoming increasingly prevalent in industrial and everyday contexts. The progressing and omnipresent need for automation of various aspects of our lives opens new challenges regarding safety and building trust between humans and autonomous robots. Although human-robot collaboration applications allow for increased productivity, safety is still a significant challenge when designing and deploying HRC systems.The hybrid AI approach developed and presented integrates deep learning algorithms and symbolic AI to efficiently detect potentially dangerous events. The goal is to increase the safety of the human operator and eventually to improve the trust in the robotic system. Moreover, we believe that such an innovative AI-based data analysis approach can lead to more fluent human-robot collaboration and improved productivity without sacrificing the safety of the human operators. Initial results demonstrate a high anomaly detection accuracy with a Balanced Accuracy of 99.9% and an F1-score of 99.8%, indicating our model's effectiveness in enhancing safe and efficient human-robot collaboration. © 2024 IEEE."
"LogiCity: Advancing Neuro-Symbolic AI with Abstract Urban Simulation","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000465921&partnerID=40&md5=1024eb6f6706e11284a733e758b782bb","Recent years have witnessed the rapid development of Neuro-Symbolic (NeSy) AI systems, which integrate symbolic reasoning into deep neural networks. However, most of the existing benchmarks for NeSy AI fail to provide long-horizon reasoning tasks with complex multi-agent interactions. Furthermore, they are usually constrained by fixed and simplistic logical rules over limited entities, making them far from real-world complexities. To address these crucial gaps, we introduce LogiCity, the first simulator based on customizable first-order logic (FOL) for an urban-like environment with multiple dynamic agents. LogiCity models diverse urban elements using semantic and spatial concepts, such as IsAmbulance(X) and IsClose(X, Y). These concepts are used to define FOL rules that govern the behavior of various agents. Since the concepts and rules are abstractions, they can be universally applied to cities with any agent compositions, facilitating the instantiation of diverse scenarios. Besides, a key feature of LogiCity is its support for user-configurable abstractions, enabling customizable simulation complexities for logical reasoning. To explore various aspects of NeSy AI, LogiCity introduces two tasks, one features long-horizon sequential decision-making, and the other focuses on one-step visual reasoning, varying in difficulty and agent behaviors. Our extensive evaluation reveals the advantage of NeSy frameworks in abstract reasoning. Moreover, we highlight the significant challenges of handling more complex abstractions in long-horizon multi-agent scenarios or under high-dimensional, imbalanced data. With its flexible design, various features, and newly raised challenges, we believe LogiCity represents a pivotal step forward in advancing the next generation of NeSy AI. All the code and data are open-sourced at our website. © 2024 Neural information processing systems foundation. All rights reserved."
"ECHO: A hierarchical combination of classical and multi-agent epistemic planning problems","10.1093/logcom/exad036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179892802&doi=10.1093%2Flogcom%2Fexad036&partnerID=40&md5=65e571062a983d4683d5a457654709f9","The continuous interest in Artificial Intelligence (AI) has brought, among other things, the development of several scenarios where multiple artificial entities interact with each other. As for all the other autonomous settings, these multi-agent systems require orchestration. This is, generally, achieved through techniques derived from the vast field of Automated Planning. Notably, arbitration in multi-agent domains is not only tasked with regulating how the agents act, but must also consider the interactions between the agents' information flows and must, therefore, reason on an epistemic level. This brings a substantial overhead that often diminishes the reasoning process's usability in real-world situations. To address this problem, we present ECHO, a hierarchical framework that embeds classical and multi-agent epistemic (epistemic, for brevity) planners in a single architecture. The idea is to combine (i) classical; and(ii) epistemic solvers to model efficiently the agents' interactions with the (i) 'physical world'; and(ii) information flows, respectively. In particular, the presented architecture starts by planning on the 'epistemic level', with a high level of abstraction, focusing only on the information flows. Then it refines the planning process, due to the classical planner, to fully characterize the interactions with the 'physical' world. To further optimize the solving process, we introduced the concept of macros in epistemic planning and enriched the 'classical' part of the domain with goal-networks. Finally, we evaluated our approach in an actual robotic environment showing that our architecture indeed reduces the overall computational time. © 2023 The Author(s). Published by Oxford University Press. All rights reserved."
"Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques","10.4204/EPTCS.385.51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173048555&doi=10.4204%2FEPTCS.385.51&partnerID=40&md5=389aae41043c51b744e45de6786545df","Deep Learning (DL) models have become popular for solving complex problems, but they have limitations such as the need for high-quality training data, lack of transparency, and robustness issues. Neuro-Symbolic AI has emerged as a promising approach combining the strengths of neural networks and symbolic reasoning. Symbolic Knowledge Injection (SKI) techniques are a popular method to incorporate symbolic knowledge into sub-symbolic systems. This work proposes solutions to improve the knowledge injection process and integrate elements of ML and logic into multi-agent systems (MAS). © Andrea Rafanelli."
"A memory system of a robot cognitive architecture and its implementation in ArmarX","10.1016/j.robot.2023.104415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151796492&doi=10.1016%2Fj.robot.2023.104415&partnerID=40&md5=83622a56a7a2e6985e5b5a7015802a81","Cognitive agents such as humans and robots perceive their environment through an abundance of sensors producing streams of data that need to be processed to generate intelligent behavior. A key question of cognition-enabled and AI-driven robotics is how to organize and manage such data and knowledge efficiently in a cognitive robot control architecture. We argue, that memory is a central active component of such architectures that mediates between semantic and sensorimotor representations, orchestrates the flow of data streams and events between different processes and provides the components of a cognitive architecture with data-driven services for learning semantics from sensorimotor data, the parametrization of symbolic plans for execution and prediction of action effects. Based on related work, and the experience gained in developing our ARMAR humanoid robot systems, we identified conceptual and technical requirements of a memory system as central component of cognitive robot control architecture that facilitate the realization of high-level cognitive abilities such as explaining, reasoning, prospection, simulation and augmentation. Conceptually, a memory should be active, support multi-modal data representations, associate knowledge, be introspective, and have an inherently episodic structure. Technically, the memory should support a distributed design, be access-efficient and capable of long-term data storage. We introduce the memory system for our cognitive robot control architecture and its implementation in the robot software framework ArmarX. We evaluate the efficiency of the memory system with respect to transfer speeds, compression, reproduction and prediction capabilities. © 2023"
"Poster: How to Raise a Robot - Beyond Access Control Constraints in Assistive Humanoid Robots","10.1145/3589608.3595078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161251659&doi=10.1145%2F3589608.3595078&partnerID=40&md5=3bc1706c636327abfa8ad03eebd47e85","Humanoid robots will be able to assist humans in their daily life, in particular due to their versatile action capabilities. However, while these robots need a certain degree of autonomy to learn and explore, they also should respect various constraints, for access control and beyond. We explore incorporating privacy and security constraints (Activity-Centric Access Control and Deep Learning Based Access Control) with robot task planning approaches (classical symbolic planning and end-to-end learning-based planning). We report preliminary results on their respective trade-offs and conclude that a hybrid approach will most likely be the method of choice. © 2023 Owner/Author."
"A Digital Twin-Based Distributed Manufacturing Execution System for Industry 4.0 with AI-Powered On-The-Fly Replanning Capabilities","10.3390/su15076251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152785660&doi=10.3390%2Fsu15076251&partnerID=40&md5=218485de9da471dd0f7a05ce9775d6eb","Industry 4.0 smart production systems comprise industrial systems and subsystems that need to be integrated in such a way that they are able to support high modularity and reconfigurability of all system components. In today’s industrial production, manufacturing execution systems (MESs) and supervisory control and data acquisition (SCADA) systems are typically in charge of orchestrating and monitoring automated production processes. This article explicates an MES architecture that is capable of autonomously composing, verifying, interpreting, and executing production plans using digital twins and symbolic planning methods. To support more efficient production, the proposed solution assumes that the manufacturing process can be started with an initial production plan that may be relatively inefficient but quickly found by an AI. While executing this initial plan, the AI searches for more efficient alternatives and forwards better solutions to the proposed MES, which is able to seamlessly switch between the currently executed plan and the new plan, even during production. Further, this on-the-fly replanning capability is also applicable when newly identified production circumstances/objectives appear, such as a malfunctioning robot, material shortage, or a last-minute change to a customizable product. Another feature of the proposed MES solution is its distributed operation with multiple instances. Each instance can interpret its part of the production plan, dedicated to a location within the entire production site. All of these MES instances are continuously synchronized, and the actual global or partial (i.e., from the instance perspective) progress of the production is handled in real-time within one common digital twin. This article presents three main contributions: (i) an execution system that is capable of switching seamlessly between an original and a subsequently introduced alternative production plan, (ii) on-the-fly AI-powered planning and replanning of industrial production integrated into a digital twin, and (iii) a distributed MES, which allows for running multiple instances that may depend on topology or specific conditions of a real production plant. All of these outcomes are demonstrated and validated on a use-case utilizing an Industry 4.0 testbed, which is equipped with an automated transport system and several industrial robots. While our solution is tested on a lab-sized production system, the technological base is prepared to be scaled up to larger systems. © 2023 by the authors."
"MERLIN2: MachinEd Ros 2 pLanINg[Formula presented]","10.1016/j.simpa.2023.100477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147924933&doi=10.1016%2Fj.simpa.2023.100477&partnerID=40&md5=7e2c268296374abd1ef66f1070cfdc24","Any service robot should be able to make decisions and schedule tasks to reach predefined goals such as opening a door or assisting users at home. However, these processes are not single short-term tasks anymore and it is required to set long-term skills for establishing a control architecture that allows robots to perform daily tasks. This paper presents MERLIN2, a hybrid cognitive architecture based on symbolic planning and state machine decision-making systems that allows performing robot behaviors. The architecture can run in any robot running ROS 2, the latest version of the Robot Operative System. MERLIN2 is available at https://github.com/MERLIN2-ARCH/merlin2. © 2023 The Author(s)"
"GraphMP: Graph Neural Network-based Motion Planning with Efficient Graph Search","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191193379&partnerID=40&md5=0ff6f7c1d48c4e1404778463d1e9ecf7","Motion planning, which aims to find a high-quality collision-free path in the configuration space, is a fundamental task in robotic systems. Recently, learning-based motion planners, especially the graph neural network-powered, have shown promising planning performance. However, though the state-of-the-art GNN planner can efficiently extract and learn graph information, its inherent mechanism is not well suited for graph search process, hindering its further performance improvement. To address this challenge and fully unleash the potential of GNN in motion planning, this paper proposes GraphMP, a neural motion planner for both low and high-dimensional planning tasks. With the customized model architecture and training mechanism design, GraphMP can simultaneously perform efficient graph pattern extraction and graph search processing, leading to strong planning performance. Experiments on a variety of environments, ranging from 2D Maze to 14D dual KUKA robotic arm, show that our proposed GraphMP achieves significant improvement on path quality and planning speed over state-of-the-art learning-based and classical planners; while preserving competitive success rate. © 2023 Neural information processing systems foundation. All rights reserved."
"Spatial Reasoning via Deep Vision Models for Robotic Sequential Manipulation","10.1109/IROS55552.2023.10342010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182523943&doi=10.1109%2FIROS55552.2023.10342010&partnerID=40&md5=2ce4a46a58351784da0fbcfe8bba868c","In this paper, we propose using deep neural architectures (i.e., vision transformers and ResNet) as heuristics for sequential decision-making in robotic manipulation problems. This formulation enables predicting the subset of objects that are relevant for completing a task. Such problems are often addressed by task and motion planning (TAMP) formulations combining symbolic reasoning and continuous motion planning. In essence, the action-object relationships are resolved for discrete, symbolic decisions that are used to solve manipulation motions (e.g., via nonlinear trajectory optimization). However, solving long-horizon tasks requires consideration of all possible action-object combinations which limits the scalability of TAMP approaches. To overcome this combinatorial complexity, we introduce a visual perception module integrated with a TAMP-solver. Given a task and an initial image of the scene, the learned model outputs the relevancy of objects to accomplish the task. By incorporating the predictions of the model into a TAMP formulation as a heuristic, the size of the search space is significantly reduced. Results show that our framework finds feasible solutions more efficiently when compared to a state-of-the-art TAMP solver. © 2023 IEEE."
"Learning Whom to Trust in Navigation: Dynamically Switching Between Classical and Neural Planning","10.1109/IROS55552.2023.10342308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174476561&doi=10.1109%2FIROS55552.2023.10342308&partnerID=40&md5=4323a41747991d78c5cbfd742b4c6c18","Navigation of terrestrial robots is typically addressed either with localization and mapping (SLAM) followed by classical planning on the dynamically created maps, or by machine learning (ML), often through end-to-end training with reinforcement learning (RL) or imitation learning (IL). Recently, modular designs have achieved promising results, and hybrid algorithms that combine ML with classical planning have been proposed. Existing methods implement these combinations with handcrafted functions, which cannot fully exploit the complementary nature of the policies and the complex regularities between scene structure and planning performance. Our work builds on the hypothesis that the strengths and weaknesses of neural planners and classical planners follow some regularities, which can be learned from training data, in particular from interactions. This is grounded on the assumption that, both, trained planners and the mapping algorithms underlying classical planning are subject to failure cases depending on the semantics of the scene and that this dependence is learnable: for instance, certain areas, objects or scene structures can be reconstructed easier than others. We propose a hierarchical method composed of a high-level planner dynamically switching between a classical and a neural planner. We fully train all neural policies in simulation and evaluate the method in both simulation and real experiments with a LoCoBot robot, showing significant gains in performance, in particular in the real environment. We also qualitatively conjecture on the nature of data regularities exploited by the high-level planner. © 2023 IEEE."
"Learning to reason over scene graphs: a case study of finetuning GPT-2 into a robot language model for grounded task planning","10.3389/frobt.2023.1221739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169314563&doi=10.3389%2Ffrobt.2023.1221739&partnerID=40&md5=ea391face746c6e11226740e8954fcb1","Long-horizon task planning is essential for the development of intelligent assistive and service robots. In this work, we investigate the applicability of a smaller class of large language models (LLMs), specifically GPT-2, in robotic task planning by learning to decompose tasks into subgoal specifications for a planner to execute sequentially. Our method grounds the input of the LLM on the domain that is represented as a scene graph, enabling it to translate human requests into executable robot plans, thereby learning to reason over long-horizon tasks, as encountered in the ALFRED benchmark. We compare our approach with classical planning and baseline methods to examine the applicability and generalizability of LLM-based planners. Our findings suggest that the knowledge stored in an LLM can be effectively grounded to perform long-horizon task planning, demonstrating the promising potential for the future application of neuro-symbolic planning methods in robotics. © © 2023 Chalvatzaki, Younes, Nandha, Le, Ribeiro and Gurevych."
"Multi-Object Navigation in real environments using hybrid policies","10.1109/ICRA48891.2023.10161030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168655908&doi=10.1109%2FICRA48891.2023.10161030&partnerID=40&md5=b145087b0cdb3b195612863cc35e7388","Navigation has been classically solved in robotics through the combination of SLAM and planning. More recently, beyond waypoint planning, problems involving significant components of (visual) high-level reasoning have been explored in simulated environments, mostly addressed with large-scale machine learning, in particular RL, offline-RL or imitation learning. These methods require the agent to learn various skills like local planning, mapping objects and querying the learned spatial representations. In contrast to simpler tasks like waypoint planning (PointGoal), for these more complex tasks the current state-of-the-art models have been thoroughly evaluated in simulation but, to our best knowledge, not yet in real environments. In this work we focus on sim2real transfer. We target the challenging Multi-Object Navigation (Multi-ON) task [41] and port it to a physical environment containing real replicas of the originally virtual Multi-ON objects. We introduce a hybrid navigation method, which decomposes the problem into two different skills: (1) waypoint navigation is addressed with classical SLAM combined with a symbolic planner, whereas (2) exploration, semantic mapping and goal retrieval are dealt with deep neural networks trained with a combination of supervised learning and RL. We show the advantages of this approach compared to end-to-end methods both in simulation and a real environment and outperform the SOTA for this task [28]. © 2023 IEEE."
"Learning Neuro-symbolic Programs for Language Guided Robot Manipulation","10.1109/ICRA48891.2023.10160545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168652224&doi=10.1109%2FICRA48891.2023.10160545&partnerID=40&md5=02607420a03e0e3c83a069744ed9a69e","Given a natural language instruction and an input scene, our goal is to train a model to output a manipulation program that can be executed by the robot. Prior approaches for this task possess one of the following limitations: (i) rely on hand-coded symbols for concepts limiting generalization beyond those seen during training [1] (ii) infer action sequences from instructions but require dense sub-goal supervision [2] or (iii) lack semantics required for deeper object-centric reasoning inherent in interpreting complex instructions [3]. In contrast, our approach can handle linguistic as well as perceptual variations, end-to-end trainable and requires no intermediate supervision. The proposed model uses symbolic reasoning constructs that operate on a latent neural object-centric representation, allowing for deeper reasoning over the input scene. Central to our approach is a modular structure consisting of a hierarchical instruction parser and an action simulator to learn disentangled action representations. Our experiments on a simulated environment with a 7-DOF manipulator, consisting of instructions with varying number of steps and scenes with different number of objects, demonstrate that our model is robust to such variations and significantly outperforms baselines, particularly in the generalization settings. The code, dataset and experiment videos are available at https://nsrmp.github.io © 2023 IEEE."
"Applications of Hybrid Conditional Planning in Service Robotics","10.1109/ICRAI57502.2023.10089569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153565661&doi=10.1109%2FICRAI57502.2023.10089569&partnerID=40&md5=9f3861f1786c92a1723cd733d2ed77be","Hybrid planning computes task plans in full observability (a sequence of possible actuation actions) via the integration of low-level feasibility checks in classical planning approaches. Conditional planning extends the classical planning framework to account for plans under partial observability. We use a hybrid conditional planning approach to compute plans that include sensing and actuation actions in solving real-world problems by addressing uncertainties due to incomplete information at the planning phase. We generate a hybrid conditional plan of actions using parallel instances of a non-monotonic hybrid HCPLAN that supports defaults, integration of external computations, and non-deterministic actions. We show our hybrid conditional planning framework's HCPLAN applicability through service robotics scenarios with manipulation and navigation tasks. Furthermore, we evaluate the effect of parallel threads on the computation of hybrid conditional framework on different benchmark scenarios for the service robotics domains. © 2023 IEEE."
"Oracle-SAGE: Planning Ahead in Graph-Based Deep Reinforcement Learning","10.1007/978-3-031-26412-2_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151052294&doi=10.1007%2F978-3-031-26412-2_4&partnerID=40&md5=7e7e66df493c780b2fbea749bc2a0ea5","Deep reinforcement learning (RL) commonly suffers from high sample complexity and poor generalisation, especially with high-dimensional (image-based) input. Where available (such as some robotic control domains), low dimensional vector inputs outperform their image based counterparts, but it is challenging to represent complex dynamic environments in this manner. Relational reinforcement learning instead represents the world as a set of objects and the relations between them; offering a flexible yet expressive view which provides structural inductive biases to aid learning. Recently relational RL methods have been extended with modern function approximation using graph neural networks (GNNs). However, inherent limitations in the processing model for GNNs result in decreased returns when important information is dispersed widely throughout the graph. We outline a hybrid learning and planning model which uses reinforcement learning to propose and select subgoals for a planning model to achieve. This includes a novel action selection mechanism and loss function to allow training around the non-differentiable planner. We demonstrate our algorithms effectiveness on a range of domains, including MiniHack and a challenging extension of the classic taxi domain. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG."
"SGL: Symbolic Goal Learning in a Hybrid, Modular Framework for Human Instruction Following","10.1109/LRA.2022.3190076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134260942&doi=10.1109%2FLRA.2022.3190076&partnerID=40&md5=b2b4b922c4da6ebf60c7f5dfef545278","This paper investigates human instruction following for robotic manipulation via a hybrid, modular system with symbolic and connectionist elements. Symbolic methods build modular systems with semantic parsing and task planning modules for producing sequences of actions from natural language requests. Modern connectionist methods employ deep neural networks that learn visual and linguistic features for mapping inputs to a sequence of low-level actions, in an end-to-end fashion. The hybrid, modular system blends these two approaches to create a modular framework: it formulates instruction following as symbolic goal learning via deep neural networks followed by task planning via symbolic planners. Connectionist and symbolic modules are bridged with Planning Domain Definition Language. The vision-and-language learning network predicts its goal representation, which is sent to a planner for producing a task-completing action sequence. For improving the flexibility of natural language, we further incorporate implicit human intents with explicit human instructions. To learn generic features for vision and language, we propose to separately pretrain vision and language encoders on scene graph parsing and semantic textual similarity tasks. Benchmarking evaluates the impacts of different components of, or options for, the vision-and-language learning model and shows the effectiveness of pretraining strategies. Manipulation experiments conducted in the simulator AI2THOR show the robustness of the framework to novel scenarios. © 2022 IEEE."
"Analyzing generalized planning under nondeterminism","10.1016/j.artint.2022.103696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126905079&doi=10.1016%2Fj.artint.2022.103696&partnerID=40&md5=f25424627fa669b915e2948875f7860d","In automated planning, there has been a recent interest in solving a class of problems, where a single solution applies for multiple, possibly infinitely many, instances. This necessitates a generalized notion of plans, such as plans with loops. However, the correctness of such plans is non-trivial to define, making it difficult to provide a clear specification of what we should be looking for. In an influential paper, Levesque proposed a formal specification for analyzing the correctness of such plans. He motivated a logical characterization within the situation calculus that included binary sensing actions. This characterization argued that from each state considered possible initially, the plan should terminate while satisfying the goal. Increasingly, classical plan structures are being applied to stochastic environments such as robotics applications. This raises the question as to what the specification for correctness should look like, since Levesque's account makes the assumption that actions are deterministic. In this work, we aim to generalize Levesque's account to handle actions with nondeterministic outcomes, which may also be accorded probabilities. By appealing to an extension of the situation calculus to handle probabilistic nondeterminism, we will show that Levesque's definition, as well as a notion of goal achievability proposed by Lin and Levesque, have limited appeal under stochastic nondeterminism. In essence, they correspond to one correct execution, which is unlikely to be adequate. Rather, we propose to delineate between goal satisfaction and termination leading to a range of correctness criteria. To better study these criteria, and to position the results in a broader context while still allowing for the generality of the situation calculus, we consider an abstract framework to study the correctness of plans with loops, in domains that are possibly unbounded, and/or stochastic, and/or continuous. Within that framework, we then prove numerous relationships between the criteria, including some impossibility results for categorically satisfying goals. Finally, we show that these notions provide a more granular view than those discussed in the literature, such as strong planning and strong cyclic planning. © 2022 Elsevier B.V."
